basic_std;table;column;label;order;type;length;displayformat;xmldatatype;xmlcodelist;core;origin;origintype;originsource;role;term;algorithm;qualifiers;isnotcdiscstd;comment;IGcomment;map_var_flag;fixed_mapping;include_in_raw;nn_internal;incl_cre_domain;xmlcodelistvalues
Y;TE;ELEMENT;Description of Element;30;C;40;;text;;Req;Protocol;Protocol;Sponsor;Synonym Qualifier;*;;UPPERCASE;;;The name of the Element.;;;;;;
Y;TE;ETCD;Element Code;40;C;8;;text;;Req;Assigned;Assigned;Sponsor;Topic;*;;UPPERCASE;;;ETCD (the companion to ELEMENT) is limited to 8 characters and does not have special character restrictions. These values should be short for ease of use in programming, but it is not expected that ETCD will need to serve as a variable name.;;;;;;
Y;TI;TIRL;Inclusion/Exclusion Criterion Rule;10;C;200;;text;;Perm;Protocol;Protocol;Sponsor;Rule;;;UPPERCASE;;;Rule that expresses the criterion in computer-executable form (see assumption 4 below).;;;;;;
Y;TI;TIVERS;Protocol Criteria Versions;20;C;20;;text;;Perm;Protocol;Protocol;Sponsor;Record Qualifier;;;UPPERCASE;;;The number of this version of the Inclusion/Exclusion criteria. May be omitted if there is only one version.;;;;;;
Y;TIMING;VISITNUM;Visit Number;10;N;8;9,3;float;;Exp;Assigned;Assigned;Sponsor;Timing;;;;;Clinical encounter number. Numeric version of VISIT, used for sorting.;Clinical encounter number. Numeric version of VISIT, used for sorting.;;;Y;;;
Y;TIMING;VISIT;Visit Name;20;C;40;;text;;Perm;;;;Timing;;;UPPERCASE;;Protocol-defined description of a clinical encounter.;Protocol-defined description of a clinical encounter.;;;;;;
Y;TIMING;VISITDY;Planned Study Day of Visit;30;N;8;;integer;;Perm;Assigned;Assigned;Sponsor;Timing;;;;;Based on TV.VISITDY;Planned study day of VISIT. Should be an integer.;;;;;;
Y;TIMING;TAETORD;Planned Order of Element within Arm;40;N;8;;integer;;Perm;Protocol;Protocol;Sponsor;Timing;;;;;Number that gives the planned order of the Element within the Arm (see Trial Arms, Section 3.2.2 ).;Number that gives the planned order of the Element within the Arm (see Section 3.1.2, Trial Arms).;;;;;;
Y;TIMING;EPOCH;Epoch;50;C;40;;text;EPOCH;Perm;Protocol;Protocol;Sponsor;Timing;(EPOCH);;UPPERCASE;;Epoch associated with the start date/time of the observation, or the date/time of collection if start date/time is not collected. (See Section 3.2.2).;Epoch associated with the start date or start date and time of the observation, or the date/time of collection if start date/time is not collected (see Section 3.1.2, Trial Arms).;;;;;;
Y;TIMING;__DTC;Date/Time of Collection;60;C;64;;datetime;;Exp;;;;Timing;ISO 8601;;UPPERCASE DATETIME;;Collection date and time of an observation represented in IS0 8601 character format.;Collection date and time of an observation represented in IS0 8601 character format.;Y;;Y;;Y;
Y;TIMING;__STDTC;Start Date/Time of Observation;70;C;64;;datetime;;Exp;;;;Timing;ISO 8601;;UPPERCASE DATETIME;;Start date/time of an observation represented in IS0 8601 character format.;Start date/time of an observation.;Y;;Y;;Y;
Y;TIMING;__ENDTC;End Date/Time of Observation;80;C;64;;datetime;;Perm;CRF;Collected;Investigator;Timing;ISO 8601;;UPPERCASE DATETIME;;End date/time of the observation represented in IS0 8601 character format.;End date/time of the observation represented in IS0 8601 character format.;Y;;Y;;Y;
Y;TIMING;__DY;Study Day of Visit/Collection/Exam;90;N;8;;integer;;Perm;Derived;Derived;Sponsor;Timing;;;;;Actual study day of visit/collection/exam expressed in integer days relative to the sponsor-defined RFSTDTC in Demographics.;Actual study day of visit/collection/exam expressed in integer days relative to the sponsor-defined RFSTDTC in Demographics.;;;;;;
Y;TIMING;__STDY;Study Day of Start of Observation;100;N;8;;integer;;Perm;Derived;Derived;Sponsor;Timing;;;;;Actual study day of start of observation expressed in integer days relative to the sponsor-defined RFSTDTC in Demographics.;Actual study day of start of observation expressed in integer days relative to the sponsor-defined RFSTDTC in Demographics.;;;;;;
Y;TIMING;__ENDY;Study Day of End of Observation;110;N;8;;integer;;Perm;Derived;Derived;Sponsor;Timing;;;;;Actual study day of end of observation expressed in integer days relative to the sponsor-defined RFSTDTC in Demographics.;Actual study day of end of observation expressed in integer days relative to the sponsor-defined RFSTDTC in Demographics.;;;;;;
Y;TIMING;__DUR;Duration;120;C;64;;durationDatetime;;Perm;CRF;Collected;Investigator;Timing;ISO 8601;;UPPERCASE DURATION;;Collected duration of an event, intervention, or finding represented in ISO 8601 character format. Used only if collected on the CRF and not derived.;Collected duration of an event, intervention, or finding represented in ISO 8601 character format. Used only if collected on the CRF and not derived.;;;;;;
Y;TIMING;__TPT;Planned Time Point Name;130;C;80;;text;;Perm;;;;Timing;;;UPPERCASE;;Text description of time when a measurement or observation should be taken as defined in the protocol. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See --TPTNUM and --TPTREF.;Text description of time when a measurement or observation should be taken as defined in the protocol. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See --TPTNUM and -- TPTREF.;Y;;Y;;Y;
Y;TIMING;__TPTNUM;Planned Time Point Number;140;N;8;8,3;float;;Perm;;;;Timing;;;;;Numeric version of planned time point used in sorting.;Numeric version of planned time point used in sorting.;Y;;Y;;Y;
Y;TIMING;__ELTM;Planned Elapsed Time from Time Point Ref;150;C;64;;durationDatetime;;Perm;;;;Timing;ISO 8601;;UPPERCASE DURATION;;"Planned Elapsed time in ISO 8601 character format relative to a planned fixed reference (--TPTREF) such as ""Previous Dose"" or ""Previous Meal"". This variable is useful where there are repetitive measures. Not a clock time or a date/time variable, but an interval, represented as ISO duration.";"Planned Elapsed time relative to a planned fixed reference (--TPTREF) such as ""Previous Dose"" or ""Previous Meal"". This variable is useful where there are repetitive measures. Not a clock time or a date/time variable, but an interval.";Y;;Y;;Y;
Y;TIMING;__TPTREF;Time Point Reference;160;C;80;;text;;Perm;;;;Timing;;;UPPERCASE;;Description of the fixed reference point referred to by --ELTM, --TPTNUM, and --TPT. Examples: PREVIOUS DOSE, PREVIOUS MEAL.;"Description of the fixed reference point referred to by --ELTM, --TPTNUM, --TPT, --STINT, and --ENINT. Examples: ""PREVIOUS DOSE"", ""PREVIOUS MEAL"".";Y;;Y;;Y;
Y;TIMING;__RFTDTC;Date/Time of Reference Time Point;170;C;64;;datetime;;Perm;;;;Timing;ISO 8601;;UPPERCASE DATETIME;;Date/time for a fixed reference time point defined by --TPTREF in ISO 8601 character format.;Date/time for a fixed reference time point defined by --TPTREF.;Y;;Y;;Y;
Y;TIMING;__STRF;Start Relative to Reference Period;180;C;20;;text;STENRF;Perm;;;;Timing;(STENRF);;UPPERCASE;;Identifies the start of the observation as being before, during, or after the sponsor-defined reference period. The sponsor-defined reference period is a continuous period of time defined by a discrete starting point and a discrete ending point represented by RFSTDTC and RFENDTC in Demographics.;Identifies the start of the observation as being before, during, or after the sponsor-defined reference period. The sponsor-defined reference period is a continuous period of time defined by a discrete starting point and a discrete ending point represented by RFSTDTC and RFENDTC in Demographics.;Y;;Y;;;
Y;TIMING;__ENRF;End Relative to Reference Period;190;C;20;;text;STENRF;Perm;;;;Timing;(STENRF);;UPPERCASE;;Identifies the end of the observation as being before, during or after the sponsor-defined reference period. The sponsor-defined reference period is a continuous period of time defined by a discrete starting point and a discrete ending point represented by RFSTDTC and RFENDTC in Demographics.;Identifies the end of the observation as being before, during or after the sponsor-defined reference period. The sponsor-defined reference period is a continuous period of time defined by a discrete starting point and a discrete ending point represented by RFSTDTC and RFENDTC in Demographics.;Y;;Y;;;
Y;TIMING;__EVLINT;Evaluation Interval;200;C;64;;durationDatetime;;Perm;;;;Timing;ISO 8601;;UPPERCASE DURATION;;Duration of interval associated with an observation such as a finding --TESTCD, represented in ISO 8601 character format. Example: -P2M to represent a period of the past 2 months as the evaluation interval for a question from a questionnaire such as SF-36.;"Duration of interval associated with an observation such as a finding --TESTCD. Usually used with --DTC to describe an interval of this duration that ended at the time represented in --DTC. Example: ""-P2M"" to represent a period of the past 2 months as the evaluation interval for a question from a questionnaire.";Y;;Y;;;
Y;TIMING;__EVINTX;Evaluation Interval Text;210;C;40;;text;;Perm;CRF;Collected;Investigator;Timing;;;UPPERCASE;;;"Evaluation interval associated with an observation, where the interval is not able to be represented in ISO 8601 format. Examples: ""LIFETIME"", ""LAST NIGHT"", ""RECENTLY"", ""OVER THE LAST FEW WEEKS"".";Y;;Y;;;
Y;TIMING;__STRTPT;Start Relative to Reference Time Point;220;C;40;;text;STENRF;Perm;;;;Timing;(STENRF);;UPPERCASE;;Identifies the start of the observation as being before or after the sponsor-defined reference time point defined by variable --STTPT.;Identifies the start of the observation as being before or after the sponsor- defined reference time point defined by variable --STTPT.;Y;;Y;;;
Y;TIMING;__STTPT;Start Reference Time Point;230;C;40;;text;;Perm;;;;Timing;;;UPPERCASE;;"Description or date/time in ISO 8601 or other character format of the sponsor-defined reference point referred to by --STRTPT. Examples: ""2003-12-15"" or ""VISIT 1"".";"Description or date/time in ISO 8601 or other character format of the sponsor- defined reference point referred to by --STRTPT. Examples: ""2003-12-15"" or ""VISIT 1"".";;;;;;
Y;TIMING;__ENRTPT;End Relative to Reference Time Point;240;C;40;;text;STENRF;Perm;;;;Timing;(STENRF);;UPPERCASE;;Identifies the end of the observation as being before or after the sponsor-defined reference time point defined by variable --ENTPT.;Identifies the end of the observation as being before or after the sponsor- defined reference time point defined by variable --ENTPT.;Y;;Y;;;
Y;TIMING;__ENTPT;End Reference Time Point;250;C;40;;text;;Perm;;;;Timing;;;UPPERCASE;;"Description or date/time in ISO 8601 or other character format of the sponsor-defined reference point referred to by --ENRTPT. Examples: ""2003-12-25"" or ""VISIT 2"".";"Description or date/time in ISO 8601 or other character format of the sponsor- defined reference point referred to by --ENRTPT. Examples: ""2003-12-25"" or ""VISIT 2"".";;;;;;
Y;TIMING;__STINT;Planned Start of Assessment Interval;260;C;64;;durationDatetime;;Perm;;;;Timing;ISO 8601;;UPPERCASE DURATION;;;The start of a planned evaluation or assessment interval relative to the Time Point Reference.;;;;;;
Y;TIMING;__ENINT;Planned End of Assessment Interval;270;C;64;;durationDatetime;;Perm;;;;Timing;ISO 8601;;UPPERCASE DURATION;;;The end of a planned evaluation or assessment interval relative to the Time Point Reference.;;;;;;
Y;TIMING;MIDS;Disease Milestone Instance Name;280;C;80;;text;;Perm;;;;Timing;;;;;;The name of a specific instance of a Disease Milestone Type (MIDSTYPE) described in the Trial Disease Milestones dataset (see Section 3.5, Trial Disease Milestones). This should be unique within a subject. Used only in conjunction with RELMIDS and MIDSDTC.;;;;;;
Y;TIMING;RELMIDS;Temporal Relation to Milestone Instance;290;C;80;;text;;Perm;;;;Timing;;;UPPERCASE;;;"The temporal relationship of the observation to the Disease Milestone Instance Name in MIDS. Examples: ""IMMEDIATELY BEFORE"", ""AT TIME OF"", ""AFTER"".";;;;;;
Y;TS;TSPARMCD;Trial Summary Parameter Short Name;10;C;8;;text;TSPARMCD;Req;Assigned;Assigned;Sponsor;Topic;(TSPARMCD);;UPPERCASE;;;TSPARMCD (the companion to TSPARM) is limited to 8 characters and does not have special character restrictions. These values should be short for ease of use in programming, but it is not expected that TSPARMCD will need to serve as variable names. Examples: AGEMIN, AGEMAX;;;;;;
Y;TS;TSPARM;Trial Summary Parameter;20;C;40;;text;TSPARM;Req;Protocol;Protocol;Sponsor;Synonym Qualifier;(TSPARM);;MIXEDCASE;;;Term for the Trial Summary Parameter. The value in TSPARM cannot be longer than 40 characters. Examples Planned Minimum Age of Subjects, Planned Maximum Age of Subjects;;;;;;
Y;TS;TSVAL;Parameter Value;30;C;200;;text;;Exp;Protocol;Protocol;Sponsor;Result Qualifier;*;;MIXEDCASE;;;"Value of TSPARM. Example: ""ASTHMA"" when TSPARM value is ""Trial Indication"". TSVAL can only be null when TSVALNF is populated. Text over 200 characters can be added to additional columns TSVAL1-TSVALn.";;;;;;
;TS;TSVAL1;Parameter Value 1;40;C;200;;text;;Perm;Protocol;Protocol;Sponsor;Result Qualifier;;;MIXEDCASE;;;;;;;;;
;TS;TSVAL2;Parameter Value 2;50;C;200;;text;;Perm;Protocol;Protocol;Sponsor;Result Qualifier;;;MIXEDCASE;;;;;;;;;
;TS;TSVAL3;Parameter Value 3;60;C;200;;text;;Perm;Protocol;Protocol;Sponsor;Result Qualifier;;;MIXEDCASE;;;;;;;;;
;TS;TSVAL4;Parameter Value 4;70;C;200;;text;;Perm;Protocol;Protocol;Sponsor;Result Qualifier;;;MIXEDCASE;;;;;;;;;
;TS;TSVAL5;Parameter Value 5;80;C;200;;text;;Perm;Protocol;Protocol;Sponsor;Result Qualifier;;;MIXEDCASE;;;;;;;;;
;TS;TSVAL6;Parameter Value 6;90;C;200;;text;;Perm;Protocol;Protocol;Sponsor;Result Qualifier;;;MIXEDCASE;;;;;;;;;
;TS;TSVAL7;Parameter Value 7;100;C;200;;text;;Perm;Protocol;Protocol;Sponsor;Result Qualifier;;;MIXEDCASE;;;;;;;;;
;TS;TSVAL8;Parameter Value 8;110;C;200;;text;;Perm;Protocol;Protocol;Sponsor;Result Qualifier;;;MIXEDCASE;;;;;;;;;
;TS;TSVAL9;Parameter Value 9;120;C;200;;text;;Perm;Protocol;Protocol;Sponsor;Result Qualifier;;;MIXEDCASE;;;;;;;;;
Y;TS;TSVALNF;Parameter Null Flavor;130;C;40;;text;;Perm;Protocol;Protocol;Sponsor;Result Qualifier;NULLFLAVOR;;UPPERCASE;;;Null flavor for the value of TSPARM, to be populated if and only if TSVAL is null.;;;;;;
Y;TS;TSVALCD;Parameter Value Code;140;C;80;;text;;Exp;Protocol;Protocol;Sponsor;Result Qualifier;*;;UPPERCASE;;;"This is the code of the term in TSVAL. For example; 6CW7F3G59X is the code for Gabapentin, C49488 is the code for Y. The length of this variable can be longer than 8 to accommodate the length of the external terminology.";;;;;;
Y;TS;TSVCDREF;Name of the Reference Terminology;150;C;40;;text;;Exp;Protocol;Protocol;Sponsor;Result Qualifier;;;MIXEDCASE;;;"The name of the Reference Terminology from which TSVALCD is taken. For example; CDISC, SNOMED, ISO 8601.";;;;;;
Y;TS;TSVCDVER;Version of the Reference Terminology;160;C;40;;text;;Exp;Protocol;Protocol;Sponsor;Result Qualifier;;;UPPERCASE;;;The version number of the Reference Terminology, if applicable.;;;;;;
Y;TV;ARMCD;Planned Arm Code;10;C;20;;text;;Exp;Assigned;Assigned;Sponsor;Record Qualifier;*;;UPPERCASE;;;"1.ARMCD is limited to 20 characters and does not have special character restrictions. The maximum length of ARMCD is longer than for other ""short"" variables to accommodate the kind of values that are likely to be needed for crossover trials. For example, if ARMCD values for a seven- period crossover were constructed using two-character abbreviations for each treatment and separating hyphens, the length of ARMCD values would be 20. 2. If the timing of Visits for a trial does not depend on which ARM a subject is in, then ARMCD should be null.";;;;;;
Y;TV;ARM;Description of Planned Arm;20;C;40;;text;;Perm;Protocol;Protocol;Sponsor;Synonym Qualifier;*;;UPPERCASE;;;1. Name given to an Arm or Treatment Group. 2. If the timing of Visits for a trial does not depend on which Arm a subject is in, then Arm should be left blank.;;;;;;
Y;TV;TVSTRL;Visit Start Rule;30;C;200;;text;;Req;Protocol;Protocol;Sponsor;Rule;;;UPPERCASE;;;Rule describing when the Visit starts, in relation to the sequence of Elements.;;;;;;
Y;TV;TVENRL;Visit End Rule;40;C;200;;text;;Perm;Protocol;Protocol;Sponsor;Rule;;;UPPERCASE;;;Rule describing when the Visit ends, in relation to the sequence of Elements.;;;;;;
;[NEW];;;        .;;        .;;;;;;;;;;;;;;;;;;;;
