basic_std,table,column,label,order,type,length,displayformat,xmldatatype,xmlcodelist,xmlcodelist_multi,core,origin,role,term,algorithm,qualifiers,comment,IGcomment,class_table,class_column,map_var_flag,fixed_mapping,include_in_raw,nn_internal,value_lvl_where_cols,value_lvl_label_col,value_lvl_collect_ct_val,value_lvl_ct_cdlist_id_col,enrich_build_order,enrich_rule,xmlcodelistvalues
,TR,TOPIC_CD,CDW Topic Code,30,C,80,,text,,,Perm,,Topic,,,,,,NN DEFINED,TOPIC_CD,,src.topic_cd,Y,Y,,,,,,,
Y,TR,STUDYID,Study Identifier,40,C,40,,text,,,Req,Protocol,Identifier,,,UPPERCASE,,Unique identifier for a study.,IDENTIFIERS,STUDYID,*,,Y,,,,,,,,
Y,TR,DOMAIN,Domain Abbreviation,50,C,8,,text,,,Req,Assigned,Identifier,TR,,UPPERCASE,,Two-character abbreviation for the domain.,IDENTIFIERS,DOMAIN,*,,Y,,,,,,,,
Y,TR,USUBJID,Unique Subject Identifier,60,C,60,,text,,,Req,Assigned,Identifier,,,UPPERCASE,Concatenation of STUDYID and DM.SUBJID,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,IDENTIFIERS,USUBJID,*,,Y,,,,,,,,
,TR,SPDEVID,Sponsor Device Identifier,70,C,40,,text,,,Perm,Assigned,Identifier,,,UPPERCASE,,Sponsor-defined identifier for a device,IDENTIFIERS,SPDEVID,Y,,Y,,,,,,,,
Y,TR,TRSEQ,Sequence Number,80,N,8,,integer,,,Req,Derived,Identifier,,Sequential number identifying records within each USUBJID,,,Sequence number given to ensure uniqueness within a dataset for a subject. May be any valid number.,IDENTIFIERS,__SEQ,*,,Y,,,,,,,,
Y,TR,TRGRPID,Group ID,90,C,60,,text,,,Perm,,Identifier,,,UPPERCASE,,Used to link together a block of related records within a subject in a domain.,IDENTIFIERS,__GRPID,Y,,Y,,,,,,,,
Y,TR,TRREFID,Reference ID,100,C,40,,text,,,Perm,,Identifier,,,UPPERCASE,,Internal or external identifier.,IDENTIFIERS,__REFID,Y,,Y,,,,,,,,
Y,TR,TRSPID,Sponsor-Defined Identifier,110,C,40,,text,,,Perm,Assigned,Identifier,,,UPPERCASE,,Sponsor-defined identifier.,IDENTIFIERS,__SPID,*,,Y,,,,,,,,
Y,TR,TRLNKID,Link ID,120,C,40,,text,,,Exp,Assigned,Identifier,,,UPPERCASE,,Identifier used to link the assessment result records to the individual tumor identification record in TU domain.,IDENTIFIERS,__LNKID,Y,,Y,,,,,,,,
Y,TR,TRLNKGRP,Link Group,130,C,40,,text,,,Perm,Assigned,Identifier,,,UPPERCASE,,Used to group and link all of the measurement/assessment records used in the assessment of the response record in the RS domain.,IDENTIFIERS,__LNKGRP,Y,,Y,,,,,,,,
Y,TR,TRTESTCD,Tumor Assessment Short Name,140,C,8,,text,TRTESTCD,,Req,Assigned,Topic,(TRTESTCD),,UPPERCASE,,"Short name of the TEST in TRTEST. TRTESTCD cannot contain characters other than letters, numbers, or underscores. Examples: TUMSTATE, DIAMETER. See Assumption 2.",FINDINGS,__TESTCD,Y,,Y,,,,,,,,
Y,TR,TRTEST,Tumor Assessment Test Name,150,C,40,,text,TRTEST,,Req,Assigned,SynonymQualifier,(TRTEST),,MIXEDCASE,,"Verbatim name of the test or examination used to obtain the measurement or finding. The value in TRTEST cannot be longer than 40 characters. Examples: Tumor State, Diameter, Longest Perpendicular diameter, Volume, Area. See Assumption 2.",FINDINGS,__TEST,Y,,Y,,,,,,,,
Y,TR,TRORRES,Result or Finding in Original Units,160,C,200,,text,,,Exp,,ResultQualifier,,,UPPERCASE,,Result of the Tumor measurement/assessment as originally received or collected.,FINDINGS,__ORRES,Y,,Y,,,,,,,,
Y,TR,TRORRESU,Original Units,170,C,40,,text,UNIT,,Exp,,VariableQualifier,(UNIT),,MIXEDCASE,,Original units in which the data were collected. The unit for TRORRES. Example: mm,FINDINGS,__ORRESU,Y,,Y,,,,,,,,
Y,TR,TRSTRESC,Character Result/Finding in Std Format,180,C,200,,text,,,Exp,,RecordQualifier,,,UPPERCASE,,"Contains the result value for all findings, copied or derived from TRORRES in a standard format or standard units. TRSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in TRSTRESN",FINDINGS,__STRESC,Y,,Y,,,,,,50,sdtme_std_stres_v$$,
Y,TR,TRSTRESN,Numeric Result/Finding in Standard Units,190,N,8,8.3,float,,,Exp,,ResultQualifier,,,,,Used for continuous or numeric results or findings in standard format; copied in numeric format from TRSTRESC. TRSTRESN should store all numeric test results or findings.,FINDINGS,__STRESN,,,,,,,,,50,sdtme_std_stres_v$$,
Y,TR,TRSTRESU,Standard Units,200,C,40,,text,UNIT,,Exp,,VariableQualifier,(UNIT),,MIXEDCASE,,Standardized unit used for TRSTRESN.,FINDINGS,__STRESU,,,,,,,,,40,sdtme_std_stresu_v$$,
Y,TR,TRSTAT,Completion Status,210,C,40,,text,ND,,Perm,Derived,ResultQualifier,(ND),"Set to NOT DONE if 'ND', 'NA', 'NK' ,' ' have been reported on CRF",UPPERCASE,,Used to indicate a scan/image/physical exam was not performed or a tumor measurement was not taken. Should be Null if a result exists in TRORRES.,FINDINGS,__STAT,Y,,Y,,,,,,,,
Y,TR,TRREASND,Reason Tumor Measurement Not Performed,220,C,200,,text,,,Perm,,RecordQualifier,,,UPPERCASE,,"Describes why a scan/image/physical exam was not performed or a tumor measurement was not taken. Examples: SCAN NOT PERFORMED, NOT ASSESSABLE: Image obscured, TUMOR. Used in conjunction with TRSTAT when value is NOT DONE.",FINDINGS,__REASND,Y,,Y,,,,,,,,
Y,TR,TRNAM,Vendor Name,230,C,40,,text,,,Perm,,RecordQualifier,,,UPPERCASE,,The name or identifier of the vendor that performed the Tumor measurement or assessment. This column can be left Null when the Investigator provides the complete set of data in the domain.,FINDINGS,__NAM,Y,,Y,,,,,,,,
Y,TR,TRMETHOD,Method used to Identify the Tumor,240,C,80,,text,METHOD,,Exp,,RecordQualifier,(METHOD),,UPPERCASE,,"Method used to measure the tumor. Examples: MRI, CT SCAN.",FINDINGS,__METHOD,Y,,Y,,,,,,,,
Y,TR,TREVAL,Evaluator,250,C,40,,text,EVAL,,Exp,,RecordQualifier,(EVAL),,UPPERCASE,,"Role of the person who provided the evaluation. Examples: INVESTIGATOR, INDEPENDENT ASSESSOR. This column can be left Null when the Investigator provides the complete set of data in the domain. However the column should contain no Null values when data from one or more independent assessors is included meaning that the rows attributed to the Investigator should contain a value of INVESTIGATOR.",FINDINGS,__EVAL,Y,,Y,,,,,,,,
Y,TR,TREVALID,Evaluator Identifier,260,C,40,,text,MEDEVAL,,Perm,,VariableQualifier,(MEDEVAL),,UPPERCASE,,"The Evaluator Specified variable is used in conjunction with TREVAL to provide an additional level of detail. When multiple assessors play the role identified in TREVAL, values of TREVALID will attribute a row of data to a particular assessor. TREVALID should not contain the names of the assessors, or a code identifier for a specific assessor, but should contain values such as RADIOLOGIST, RADIOLOGIST 1 or RADIOLOGIST 2. The TREVALID variable is subject to CDISC Controlled Terminology. Note TREVAL must also be populated when TREVALID is populated. See Assumption 7.",FINDINGS,__EVALID,Y,,Y,,,,,,,,
Y,TR,TRACPTFL,Accepted Record Flag,270,C,2,,text,NY,,Perm,,RecordQualifier,(NY),,UPPERCASE,,"In cases where more than one independent assessor (e.g. RADIOLOGIST 1, RADIOLOGIST 2, ADJUDICATOR) provide independent assessments at the same timepoint this flag identifies the record that is considered to be the accepted assessment.",FINDINGS,__ACPTFL,,,,,,,,,,,
,TR,TRREPNUM,Repetition Number,280,N,8,,integer,,,Perm,,RecordQualifier,,,,,"The incidence number of a test that is repeated within a given timeframe for the same test. The level of granularity can vary, e.g., within a time point or within a visit. For example, multiple measurements of blood pressure or multiple analyses of a sample.",FINDINGS,__REPNUM,Y,,Y,,,,,,,,
,TR,ETCD,Element Code,290,C,8,,text,,,Req,Assigned,RecordQualifier,*,,UPPERCASE,Set based on the SE domain,"ETCD (the companion to ELEMENT) is limited to 8 characters and does not have special character restrictions. These values should be short for ease of use in programming, but it is not expected that ETCD will need to serve as a variable name.",NN DEFINED,ETCD,,,,,,,,,70,sdtme_std_etcd_v$$,
,TR,ELEMENT,Description of Element,300,C,40,,text,,,Req,Protocol,RecordQualifier,*,,UPPERCASE,Set based on the SE domain,The name of the Element.,NN DEFINED,ELEMENT,,,,,,,,,70,sdtme_std_etcd_v$$,
Y,TR,VISITNUM,Visit Number,310,N,8,8.1,float,,,Exp,Protocol,Timing,,,,,"1. Clinical encounter number. 2. Numeric version of VISIT, used for sorting.",TIMING,VISITNUM,,src.vis_id,Y,,,,,,,,
Y,TR,VISIT,Visit Name,320,C,40,,text,,,Perm,Protocol,Timing,,,UPPERCASE,,1. Protocol-defined description of clinical encounter. 2. May be used in addition to VISITNUM and/or VISITDY.,TIMING,VISIT,,,,,,,,,20,sdtme_std_visit_v$$,
Y,TR,VISITDY,Planned Study Day of Visit,330,N,8,,integer,,,Perm,Assigned,Timing,,,,Based on TV.VISITDY,,TIMING,VISITDY,,,,,,,,,30,sdtme_std_visitdy_v$$,
Y,TR,EPOCH,Epoch,340,C,40,,text,EPOCH,,Perm,Protocol,Timing,(EPOCH),,UPPERCASE,Set based on the SE domain,Epoch associated with the Element in the planned sequence of Elements for the ARM to which the subject was assigned,TIMING,EPOCH,,,,,,,,,60,sdtme_std_epoch_v$$,
Y,TR,TRDTC,Date/Time of Tumor Measurement,350,C,64,,datetime,,,Exp,,Timing,ISO 8601,,UPPERCASE DATETIME,,TRDTC variable represents the date of the scan/image/physical exam not the date that the image was read to identify tumors. TRDTC variable does not represent the VISIT date.,TIMING,__DTC,Y,,Y,,,,,,,,
Y,TR,TRDY,Study Day of Tumor Measurement,360,N,8,,integer,,,Perm,Derived,Timing,,"Calculation: = TRDTC - RFSTDTC+1 if TRDTC is on or after RFSTDTC,TRDTC - RFSTDTC if TRDTC precedes RFSTDTC",,,"1. Study day of the scan/image/physical exam, measured as integer days. 2. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics.",TIMING,__DY,,,,,,,,,10,sdtme_std_dy_v$$,
,TR,TRTPT,Planned Time Point Name,370,C,80,,text,,,Perm,,Timing,,,UPPERCASE,,"Text description of time when a measurement or observation should be taken as defined in the protocol. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See --TPTNUM and -- TPTREF.",TIMING,__TPT,Y,,Y,,,,,,,,
,TR,TRTPTNUM,Planned Time Point Number,380,N,8,8.1,float,,,Perm,,Timing,,,,,Numeric version of planned time point used in sorting.,TIMING,__TPTNUM,Y,,Y,,,,,,,,
,TR,TRELTM,Planned Elapsed Time from Time Point Ref,390,C,64,,text,,,Perm,,Timing,ISO 8601,,UPPERCASE DURATION,,"Planned Elapsed time in ISO 8601 character format relative to a planned fixed reference (--TPTREF) such as ""Previous Dose"" or ""Previous Meal"". This variable is useful where there are repetitive measures. Not a clock time or a date/time variable, but an interval, represented as ISO duration.",TIMING,__ELTM,Y,,Y,,,,,,,,
,TR,TRTPTREF,Time Point Reference,400,C,40,,text,,,Perm,,Timing,,,UPPERCASE,,"Description of the fixed reference point referred to by --ELTM, --TPTNUM, and --TPT. Examples: PREVIOUS DOSE, PREVIOUS MEAL.",TIMING,__TPTREF,Y,,Y,,,,,,,,
,TR,TRRFTDTC,Date/Time of Reference Time Point,410,C,64,,datetime,,,Perm,,Timing,ISO 8601,,UPPERCASE DATETIME,,Date/time for a fixed reference time point defined by --TPTREF in ISO 8601 character format.,TIMING,__RFTDTC,Y,,Y,,,,,,,,
Y,TS,STUDYID,Study Identifier,10,C,40,,text,,,Req,Protocol,Identifier,,,UPPERCASE,,Unique identifier for a study.,IDENTIFIERS,STUDYID,,,,,,,,,,,
Y,TS,DOMAIN,Domain Abbreviation,20,C,8,,text,,,Req,Assigned,Identifier,TS,,UPPERCASE,,Two-character abbreviation for the domain.,IDENTIFIERS,DOMAIN,,,,,,,,,10,sdtme_ts_all_v$$,
Y,TS,TSSEQ,Sequence Number,30,N,8,,integer,,,Req,Derived,Identifier,,Sequential number identifying records within each USUBJID,,,"Sequence number given to ensure uniqueness within a dataset. Allows inclusion of multiple records for the same TSPARMCD, and can be used to join related records.",IDENTIFIERS,__SEQ,,,,,,,,,,,
Y,TS,TSGRPID,Group ID,40,C,60,,text,,,Perm,Protocol,Identifier,,,UPPERCASE,,Used to tie together a group of related records,IDENTIFIERS,__GRPID,,,,,,,,,,,
Y,TS,TSPARMCD,Trial Summary Parameter Short Name,50,C,8,,text,TSPARMCD,,Req,Assigned,Topic,(TSPARMCD),,UPPERCASE,,"TSPARMCD (the companion to TSPARM) is limited to 8 characters and does not have special character restrictions. These values should be short for ease of use in programming, but it is not expected that TSPARMCD will need to serve as variable names. Examples: AGEMIN, AGEMAX",TS,TSPARMCD,,,,,,,,,,,
Y,TS,TSPARM,Trial Summary Parameter,60,C,40,,text,TSPARM,,Req,Protocol,SynonymQualifier,(TSPARM),,MIXEDCASE,,"Term for the Trial Summary Parameter. The value in TSPARM cannot be longer than 40 characters. Examples Planned Minimum Age of Subjects, Planned Maximum Age of Subjects",TS,TSPARM,,,,,,,,,,,
Y,TS,TSVAL,Parameter Value,70,C,200,,text,,,Exp,Protocol,ResultQualifier,*,,MIXEDCASE,,"Value of TSPARM. Example: ""ASTHMA"" when TSPARM value is ""Trial Indication"". TSVAL can only be null when TSVALNF is populated. Text over 200 characters can be added to additional columns TSVAL1-TSVALn.",TS,TSVAL,,,,,TSPARMCD,TSPARM,Y,TSPARMCD,,,
,TS,TSVAL1,Parameter Value 1,80,C,200,,text,,,Perm,Protocol,ResultQualifier,,,MIXEDCASE,,,TS,TSVAL1,,,,,,,,,,,
,TS,TSVAL2,Parameter Value 2,90,C,200,,text,,,Perm,Protocol,ResultQualifier,,,MIXEDCASE,,,TS,TSVAL2,,,,,,,,,,,
,TS,TSVAL3,Parameter Value 3,100,C,200,,text,,,Perm,Protocol,ResultQualifier,,,MIXEDCASE,,,TS,TSVAL3,,,,,,,,,,,
,TS,TSVAL4,Parameter Value 4,110,C,200,,text,,,Perm,Protocol,ResultQualifier,,,MIXEDCASE,,,TS,TSVAL4,,,,,,,,,,,
,TS,TSVAL5,Parameter Value 5,120,C,200,,text,,,Perm,Protocol,ResultQualifier,*,,MIXEDCASE,,,TS,TSVAL5,,,,,,,,,,,
,TS,TSVAL6,Parameter Value 6,130,C,200,,text,,,Perm,Protocol,ResultQualifier,*,,MIXEDCASE,,,TS,TSVAL6,,,,,,,,,,,
,TS,TSVAL7,Parameter Value 7,140,C,200,,text,,,Perm,Protocol,ResultQualifier,*,,MIXEDCASE,,,TS,TSVAL7,,,,,,,,,,,
,TS,TSVAL8,Parameter Value 8,150,C,200,,text,,,Perm,Protocol,ResultQualifier,*,,MIXEDCASE,,,TS,TSVAL8,,,,,,,,,,,
,TS,TSVAL9,Parameter Value 9,160,C,200,,text,,,Perm,Protocol,ResultQualifier,*,,MIXEDCASE,,,TS,TSVAL9,,,,,,,,,,,
Y,TS,TSVALNF,Parameter Null Flavor,170,C,40,,text,,,Perm,Assigned,ResultQualifier,NULLFLAVOR,,UPPERCASE,,"Null flavor for the value of TSPARM, to be populated if and only if TSVAL is null.",TS,TSVALNF,,,,,,,,,,,
Y,TS,TSVALCD,Parameter Value Code,180,C,80,,text,,,Exp,Assigned,ResultQualifier,*,,UPPERCASE,,"This is the code of the term in TSVAL. For example; 6CW7F3G59X is the code for Gabapentin, C49488 is the code for Y. The length of this variable can be longer than 8 to accommodate the length of the external terminology.",TS,TSVALCD,,,,,,,,,,,
Y,TS,TSVCDREF,Name of the Reference Terminology,190,C,40,,text,,,Exp,Assigned,ResultQualifier,,,MIXEDCASE,,"The name of the Reference Terminology from which TSVALCD is taken. For example; CDISC, SNOMED, ISO 8601.",TS,TSVCDREF,,,,,,,,,,,
Y,TS,TSVCDVER,Version of the Reference Terminology,200,C,40,,text,,,Exp,Assigned,ResultQualifier,,,UPPERCASE,,"The version number of the Reference Terminology, if applicable.",TS,TSVCDVER,,,,,,,,,,,
,TU,CDMS_SUB_EVT_NUM,CDMS Repeat Sequence Number,10,N,8,,integer,,,Perm,,RecordQualifier,,,,,,NN DEFINED,CDMS_SUB_EVT_NUM,,src.cdms_sub_evt_num,Y,Y,,,,,,,
,TU,TOPIC_CD,CDW Topic Code,20,C,80,,text,,,Perm,,Topic,,,,,,NN DEFINED,TOPIC_CD,,src.topic_cd,Y,Y,,,,,,,
Y,TU,STUDYID,Study Identifier,30,C,40,,text,,,Req,Protocol,Identifier,,,UPPERCASE,,Unique identifier for a study.,IDENTIFIERS,STUDYID,*,,Y,,,,,,,,
Y,TU,DOMAIN,Domain Abbreviation,40,C,8,,text,,,Req,Assigned,Identifier,TU,,UPPERCASE,,Two-character abbreviation for the domain.,IDENTIFIERS,DOMAIN,*,,Y,,,,,,,,
Y,TU,USUBJID,Unique Subject Identifier,50,C,60,,text,,,Req,Assigned,Identifier,,,UPPERCASE,Concatenation of STUDYID and DM.SUBJID,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,IDENTIFIERS,USUBJID,*,,Y,,,,,,,,
,TU,SPDEVID,Sponsor Device Identifier,60,C,40,,text,,,Perm,Assigned,Identifier,,,UPPERCASE,,Sponsor-defined identifier for a device,IDENTIFIERS,SPDEVID,Y,,Y,,,,,,,,
Y,TU,TUSEQ,Sequence Number,70,N,8,,integer,,,Req,Derived,Identifier,,Sequential number identifying records within each USUBJID,,,Sequence number given to ensure uniqueness within a dataset for a subject. May be any valid number.,IDENTIFIERS,__SEQ,*,,Y,,,,,,,,
Y,TU,TUGRPID,Group ID,80,C,60,,text,,,Perm,,Identifier,,,UPPERCASE,,Used to link together a block of related records within a subject in a domain. Can be used to group split or merged tumors which have been identified.,IDENTIFIERS,__GRPID,Y,,Y,,,,,,,,
Y,TU,TUREFID,Reference ID,90,C,40,,text,,,Perm,,Identifier,,,UPPERCASE,,Internal or external identifier. Example: Medical image ID number.,IDENTIFIERS,__REFID,Y,,Y,,,,,,,,
Y,TU,TUSPID,Sponsor-Defined Identifier,100,C,40,,text,,,Perm,Assigned,Identifier,,,UPPERCASE,,Sponsor-defined identifier.,IDENTIFIERS,__SPID,*,,Y,,,,,,,,
Y,TU,TULNKID,Link ID,110,C,40,,text,,,Exp,Assigned,Identifier,,,UPPERCASE,,Identifier used to link identified tumors to the assessment results (in TR domain) over the course of the study.,IDENTIFIERS,__LNKID,Y,,Y,,,,,,,,
,TU,TULNKGRP,Link Group ID,120,C,40,,text,,,Perm,Assigned,Identifier,,,UPPERCASE,,Identifier used to link related records across domains. This will usually be a many-to-one relationship. For example: Multiple tumor measurements/assessments will contribute to a single response to therapy determination record.,IDENTIFIERS,__LNKGRP,Y,,Y,,,,,,,,
Y,TU,TUTESTCD,Tumor Identification Short Name,130,C,8,,text,TUTESTCD,,Req,Assigned,Topic,(TUTESTCD),,UPPERCASE,,"Short name of the TEST in TUTEST. TUTESTCD cannot be longer than 8 characters nor can start with a number. TUTESTCD contain characters other than letters, numbers, or underscores. Example: TUMIDENT (Tumor Identification). See Assumption 2.",FINDINGS,__TESTCD,Y,,Y,,,,,,,,
Y,TU,TUTEST,Tumor Identification Test Name,140,C,40,,text,TUTEST,,Req,Assigned,SynonymQualifier,(TUTEST),,MIXEDCASE,,Verbatim name of the test for the tumor identification. The value in TUTEST cannot be longer than 40 characters. Example: Tumor Identification. See Assumption 2.,FINDINGS,__TEST,Y,,Y,,,,,,,,
Y,TU,TUORRES,Tumor Identification Result,150,C,200,,text,,,Exp,,ResultQualifier,,,UPPERCASE,,"Result of the Tumor identification. The result of tumor identification is a classification of identified tumor. Examples: When TUTESTCD=TUMIDENT (Tumor Identification), values of TUORRES might be: TARGET, NON-TARGET, or NEW. or BENIGN ABNORMALITY",FINDINGS,__ORRES,Y,,Y,,,,,,,,
Y,TU,TUSTRESC,Tumor Identification Result Std. Format,160,C,200,,text,TUMIDENT,,Exp,,RecordQualifier,(TUMIDENT),,UPPERCASE,,Contains the result value for all findings copied from TUORRES.,FINDINGS,__STRESC,Y,,Y,,,,,,40,sdtme_std_stres_v$$,
Y,TU,TUNAM,Vendor Name,170,C,40,,text,,,Perm,,RecordQualifier,,,UPPERCASE,,The name or identifier of the vendor that performed the Tumor Identification. This column can be left Null when the Investigator provides the complete set of data in the domain.,FINDINGS,__NAM,Y,,Y,,,,,,,,
Y,TU,TULOC,Location of the Tumor,180,C,100,,text,LOC,,Exp,,RecordQualifier,(LOC),,UPPERCASE,,Used to specify the anatomical location of the identified tumor. Example: LIVER Note: When anatomical location is broken down and collected as distinct pieces of data that when combined provide the overall location information (e.g. laterality /directionality / distribution) then the additional anatomical location qualifiers should be used. See Assumption 3.,FINDINGS,__LOC,Y,,Y,,,,,,,,
Y,TU,TULAT,Laterality,190,C,40,,text,LAT,,Perm,,RecordQualifier,(LAT),,UPPERCASE,,"Qualifier for anatomical location or specimen further detailing laterality, for example, LEFT, RIGHT, BILATERAL.",FINDINGS,__LAT,Y,,Y,,,,,,,,
Y,TU,TUDIR,Directionality,200,C,40,,text,DIR,,Perm,,RecordQualifier,(DIR),,UPPERCASE,,"Qualifier for anatomical location or specimen further detailing directionality, for example, UPPER, INTERIOR.",FINDINGS,__DIR,Y,,Y,,,,,,,,
Y,TU,TUPORTOT,Portion or Totality,210,C,40,,text,PORTOT,,Perm,,RecordQualifier,(PORTOT),,UPPERCASE,,"Qualifier for anatomical location or specimen further detailing the distribution which means arrangement of, or apportioning of, for example, ENTIRE, SINGLE, SEGMENT, MULTIPLE.",FINDINGS,__PORTOT,Y,,Y,,,,,,,,
Y,TU,TUMETHOD,Method of Identification,220,C,80,,text,METHOD,,Exp,,RecordQualifier,(METHOD),,UPPERCASE,,"Method used to identify the tumor. Examples: MRI, CT SCAN.",FINDINGS,__METHOD,Y,,Y,,,,,,,,
Y,TU,TUEVAL,Evaluator,230,C,40,,text,EVAL,,Exp,,RecordQualifier,(EVAL),,UPPERCASE,,"Role of the person who provided the evaluation. Examples: INVESTIGATOR, INDEPENDNT ASSESSOR This column can be left Null when the Investigator provides the complete set of data in the domain. However the column should contain no Null values when data from one or more independent assessors is included meaning that the rows attributed to the Investigator should contain a value of INVESTIGATOR.",FINDINGS,__EVAL,Y,,Y,,,,,,,,
Y,TU,TUEVALID,Evaluator Identifier,240,C,40,,text,MEDEVAL,,Perm,,VariableQualifier,(MEDEVAL),,UPPERCASE,,"The Evaluator Specified variable is used in conjunction with TUEVAL to provide an additional level of detail. When multiple assessors play the role identified in TUEVAL, values of TUEVALID will attribute a row of data to a particular assessor. TUEVALID should not contain the names of the assessors, or a code identifier for a specific assessor, but should contain values such as RADIOLOGIST, RADIOLOGIST 1 or RADIOLOGIST 2. The TUEVALID variable is subject to CDISC Controlled Terminology. See Assumption 7.",FINDINGS,__EVALID,Y,,Y,,,,,,,,
Y,TU,TUACPTFL,Accepted Record Flag,250,C,2,,text,NY,,Perm,,RecordQualifier,(NY),,UPPERCASE,,"In cases where more than one independent assessor (e.g. RADIOLOGIST 1, RADIOLOGIST 2, ADJUDICATOR) provide independent assessments at the same time point this flag identifies the record that is considered to be the accepted assessment.",FINDINGS,__ACPTFL,,,,,,,,,,,
,TU,TUREPNUM,Repetition Number,260,N,8,,integer,,,Perm,,RecordQualifier,,,,,"The incidence number of a test that is repeated within a given timeframe for the same test. The level of granularity can vary, e.g., within a time point or within a visit. For example, multiple measurements of blood pressure or multiple analyses of a sample.",FINDINGS,__REPNUM,Y,,Y,,,,,,,,
,TU,ETCD,Element Code,270,C,8,,text,,,Req,Assigned,RecordQualifier,*,,UPPERCASE,Set based on the SE domain,"ETCD (the companion to ELEMENT) is limited to 8 characters and does not have special character restrictions. These values should be short for ease of use in programming, but it is not expected that ETCD will need to serve as a variable name.",NN DEFINED,ETCD,,,,,,,,,60,sdtme_std_etcd_v$$,
,TU,ELEMENT,Description of Element,280,C,40,,text,,,Req,Protocol,RecordQualifier,*,,UPPERCASE,Set based on the SE domain,The name of the Element.,NN DEFINED,ELEMENT,,,,,,,,,60,sdtme_std_etcd_v$$,
Y,TU,VISITNUM,Visit Number,290,N,8,8.1,float,,,Exp,Protocol,Timing,,,,,"1. Clinical encounter number. 2. Numeric version of VISIT, used for sorting.",TIMING,VISITNUM,,src.vis_id,Y,,,,,,,,
Y,TU,VISIT,Visit Name,300,C,40,,text,,,Perm,Protocol,Timing,,,UPPERCASE,,1. Protocol-defined description of clinical encounter. 2. May be used in addition to VISITNUM and/or VISITDY.,TIMING,VISIT,,,,,,,,,20,sdtme_std_visit_v$$,
Y,TU,VISITDY,Planned Study Day of Visit,310,N,8,,integer,,,Perm,Assigned,Timing,,,,Based on TV.VISITDY,,TIMING,VISITDY,,,,,,,,,30,sdtme_std_visitdy_v$$,
Y,TU,EPOCH,Epoch,320,C,40,,text,EPOCH,,Perm,Protocol,Timing,(EPOCH),,UPPERCASE,Set based on the SE domain,Epoch associated with the Element in the planned sequence of Elements for the ARM to which the subject was assigned.,TIMING,EPOCH,,,,,,,,,50,sdtme_std_epoch_v$$,
Y,TU,TUDTC,Date/Time of Tumor Identification,330,C,64,,datetime,,,Exp,,Timing,ISO 8601,,UPPERCASE DATETIME,,TUDTC variable represents the date of the scan/image/physical exam not the date that the image was read to identify tumors. TUDTC variable does not represent the VISIT date.,TIMING,__DTC,Y,,Y,,,,,,,,
Y,TU,TUDY,Study Day of Tumor Identification,340,N,8,,integer,,,Perm,Derived,Timing,,"Calculation: = TUDTC - RFSTDTC+1 if TUDTC is on or after RFSTDTC,TUDTC - RFSTDTC if TUDTC precedes RFSTDTC",,,"1. Study day of the scan/image/physical exam, measured as integer days. 2. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics.",TIMING,__DY,,,,,,,,,10,sdtme_std_dy_v$$,
,TU,TUTPT,Planned Time Point Name,350,C,80,,text,,,Perm,,Timing,,,UPPERCASE,,"Text description of time when a measurement or observation should be taken as defined in the protocol. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See --TPTNUM and -- TPTREF.",TIMING,__TPT,Y,,Y,,,,,,,,
,TU,TUTPTNUM,Planned Time Point Number,360,N,8,8.1,float,,,Perm,,Timing,,,,,Numeric version of planned time point used in sorting.,TIMING,__TPTNUM,Y,,Y,,,,,,,,
,TU,TUELTM,Planned Elapsed Time from Time Point Ref,370,C,64,,text,,,Perm,,Timing,ISO 8601,,UPPERCASE DURATION,,"Planned Elapsed time in ISO 8601 character format relative to a planned fixed reference (--TPTREF) such as ""Previous Dose"" or ""Previous Meal"". This variable is useful where there are repetitive measures. Not a clock time or a date/time variable, but an interval, represented as ISO duration.",TIMING,__ELTM,Y,,Y,,,,,,,,
,TU,TUTPTREF,Time Point Reference,380,C,40,,text,,,Perm,,Timing,,,UPPERCASE,,"Description of the fixed reference point referred to by --ELTM, --TPTNUM, and --TPT. Examples: PREVIOUS DOSE, PREVIOUS MEAL.",TIMING,__TPTREF,Y,,Y,,,,,,,,
,TU,TURFTDTC,Date/Time of Reference Time Point,390,C,64,,datetime,,,Perm,,Timing,ISO 8601,,UPPERCASE DATETIME,,Date/time for a fixed reference time point defined by --TPTREF in ISO 8601 character format.,TIMING,__RFTDTC,Y,,Y,,,,,,,,
Y,TV,STUDYID,Study Identifier,10,C,40,,text,,,Req,Protocol,Identifier,,,UPPERCASE,,Unique identifier for a study.,IDENTIFIERS,STUDYID,,,,,,,,,,,
Y,TV,DOMAIN,Domain Abbreviation,20,C,8,,text,,,Req,Assigned,Identifier,TV,,UPPERCASE,,Two-character abbreviation for the domain,IDENTIFIERS,DOMAIN,,,,,,,,,10,sdtme_tv_all_v$$,
