TOPIC_CD,adam_param_code,SDTM_DOMAIN,activity,activity_instance,specimen,laterality,location,legacy_description,sub_domain_class,GENERAL_DOMAIN_CLASS,stdm_codelist,sdtm_variable,sdtm_cat,sdtm_sub_cat,std_unit,unit_dimension,molecular_weight,si_unit,us_conv_unit
PANCREATITIS HYPER-CALCAEMIA,PANHYCAL,FA,Risk factor - Hyper-Calcaemia,Risk factor - Hyper-Calcaemia,,,,Hyper-calcaemia,CATEGORIC FINDING,FINDINGS,FATESTCD,PANHYCAL,AE REQUIRING ADDITIONAL DATA,PANCREATITIS RISK FACTORS,,,,,
PANCREATITIS HYPER-TRIGLYCERIDEMIA,PANHTGLY,FA,Risk Factor - Hyper-Triglyceridemia,Risk Factor - Hyper-Triglyceridemia,,,,Hyper-triglyceridemia,CATEGORIC FINDING,FINDINGS,FATEST,Risk factor - Hyper-triglyceridemia,AE REQUIRING ADDITIONAL DATA,PANCREATITIS RISK FACTORS,,,,,
PANCREATITIS HYPER-TRIGLYCERIDEMIA,PANHTGLY,FA,Risk Factor - Hyper-Triglyceridemia,Risk Factor - Hyper-Triglyceridemia,,,,Hyper-triglyceridemia,CATEGORIC FINDING,FINDINGS,FATESTCD,PANHTGLY,AE REQUIRING ADDITIONAL DATA,PANCREATITIS RISK FACTORS,,,,,
PANCREATITIS IMAGE CONSISTENT WITH ACUTE PANCREATITIS,PANIACON,FA,Imaging Consistent with Acute Pan,Imaging Consistent with Acute Pan,,,,Was imaging consistent with acute pancreatitis?,CATEGORIC FINDING,FINDINGS,FATEST,Imaging consistent with acute pan,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING ACUTE,,,,,
PANCREATITIS IMAGE CONSISTENT WITH ACUTE PANCREATITIS,PANIACON,FA,Imaging Consistent with Acute Pan,Imaging Consistent with Acute Pan,,,,Was imaging consistent with acute pancreatitis?,CATEGORIC FINDING,FINDINGS,FATESTCD,PANIACON,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING ACUTE,,,,,
PANCREATITIS IMAGE CONSISTENT WITH CHRONIC PANCREATITIS,PANICCON,FA,Imaging Consistent with Chronic Pan,Imaging Consistent with Chronic Pan,,,,Was imaging consistent with chronic pancreatitis?,CATEGORIC FINDING,FINDINGS,FATEST,Imaging consistent with chronic pan,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING CHRONIC,,,,,
PANCREATITIS IMAGE CONSISTENT WITH CHRONIC PANCREATITIS,PANICCON,FA,Imaging Consistent with Chronic Pan,Imaging Consistent with Chronic Pan,,,,Was imaging consistent with chronic pancreatitis?,CATEGORIC FINDING,FINDINGS,FATESTCD,PANICCON,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING CHRONIC,,,,,
PANCREATITIS IMAGE CONSISTENT WITH GALLSTONE,PANIGON2,FA,Imaging Consistent with Gallstone,Imaging Consistent with Gallstone,,,,Was imaging consistent with presence of gallstones?,CATEGORIC FINDING,FINDINGS,FATEST,Imaging consistent with gallstone,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING,,,,,
PANCREATITIS IMAGE CONSISTENT WITH GALLSTONE,PANIGON2,FA,Imaging Consistent with Gallstone,Imaging Consistent with Gallstone,,,,Was imaging consistent with presence of gallstones?,CATEGORIC FINDING,FINDINGS,FATESTCD,PANIGCON,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING,,,,,
PANCREATITIS IMAGING PERFORMED,PANIMAPE,FA,Was Imaging Performed,Was Imaging Performed,,,,Was imaging performed in relation to pancreatitis?,CATEGORIC FINDING,FINDINGS,FATEST,Was imaging performed,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING,,,,,
PANCREATITIS IMAGING PERFORMED,PANIMAPE,FA,Was Imaging Performed,Was Imaging Performed,,,,Was imaging performed in relation to pancreatitis?,CATEGORIC FINDING,FINDINGS,FATESTCD,PANIMAPE,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING,,,,,
PANCREATITIS MRI,PANMRI,FA,Imaging Method - MRI,Imaging Method - MRI,,,,Imaging method - MRI,CATEGORIC FINDING,FINDINGS,FATEST,Imaging method - MRI,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING,,,,,
PANCREATITIS MRI,PANMRI,FA,Imaging Method - MRI,Imaging Method - MRI,,,,Imaging method - MRI,CATEGORIC FINDING,FINDINGS,FATESTCD,PANMRI,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING,,,,,
PANCREATITIS NAUSEA,PANNASEA,FA,Nausea as Symptom,Nausea as Symptom,,,,Pancreatitis signs/symptoms  - Nausea,CATEGORIC FINDING,FINDINGS,FATEST,Nausea during Course of Pancreatitis,AE REQUIRING ADDITIONAL DATA,PANCREATITIS SIGNS AND SYMPTOMS,,,,,
PANCREATITIS NAUSEA,PANNASEA,FA,Nausea as Symptom,Nausea as Symptom,,,,Pancreatitis signs/symptoms  - Nausea,CATEGORIC FINDING,FINDINGS,FATESTCD,PANNASEA,AE REQUIRING ADDITIONAL DATA,PANCREATITIS SIGNS AND SYMPTOMS,,,,,
PANCREATITIS NECROTISING,PANNECRP,FA,Necrotising Pancreatitis,Necrotising Pancreatitis,,,,Necrotising pancreatitis,CATEGORIC FINDING,FINDINGS,FATEST,Necrotising pancreatitis,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING ACUTE,,,,,
PANCREATITIS NECROTISING,PANNECRP,FA,Necrotising Pancreatitis,Necrotising Pancreatitis,,,,Necrotising pancreatitis,CATEGORIC FINDING,FINDINGS,FATESTCD,PANNECRP,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING ACUTE,,,,,
PANCREATITIS OBSTRUCTIVE GALL-STONE,PANOBSTR,FA,Obstructive Gall-Stone,Obstructive Gall-Stone,,,,Obstructive gall-stone,CATEGORIC FINDING,FINDINGS,FATEST,Obstructive gall-stone,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING ACUTE,,,,,
PANCREATITIS OBSTRUCTIVE GALL-STONE,PANOBSTR,FA,Obstructive Gall-Stone,Obstructive Gall-Stone,,,,Obstructive gall-stone,CATEGORIC FINDING,FINDINGS,FATESTCD,PANOBSTR,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING ACUTE,,,,,
PANCREATITIS OEDEMATOUS OR INTERSTITIAL PANCREATITIS,PANOEDIP,FA,Oedematous or Interstitial Pancreatitis,Oedematous or Interstitial Pancreatitis,,,,Oedematous or interstitial pancreatitis,CATEGORIC FINDING,FINDINGS,FATEST,Oedematous or interstitial pancreatitis,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING ACUTE,,,,,
PANCREATITIS OEDEMATOUS OR INTERSTITIAL PANCREATITIS,PANOEDIP,FA,Oedematous or Interstitial Pancreatitis,Oedematous or Interstitial Pancreatitis,,,,Oedematous or interstitial pancreatitis,CATEGORIC FINDING,FINDINGS,FATESTCD,PANOEDIP,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING ACUTE,,,,,
PANCREATITIS OTHER,PANIMAOT,FA,Imaging Method - Other,Imaging Method - Other,,,,Other imaging method,CATEGORIC FINDING,FINDINGS,FATEST,Imaging method - Other,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING,,,,,
PANCREATITIS OTHER,PANIMAOT,FA,Imaging Method - Other,Imaging Method - Other,,,,Other imaging method,CATEGORIC FINDING,FINDINGS,FATESTCD,PANIMAOT,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING,,,,,
PANCREATITIS OTHER COMPLIATION,PANACOOT,FA,Acute Complications - Other,Acute Complications - Other,,,,Other acute complication,CATEGORIC FINDING,FINDINGS,FATEST,Acute complications - Other,AE REQUIRING ADDITIONAL DATA,PANCREATITIS COMPLICATIONS,,,,,
PANCREATITIS OTHER COMPLIATION,PANACOOT,FA,Acute Complications - Other,Acute Complications - Other,,,,Other acute complication,CATEGORIC FINDING,FINDINGS,FATESTCD,PANACOOT,AE REQUIRING ADDITIONAL DATA,PANCREATITIS COMPLICATIONS,,,,,
PANCREATITIS OTHER RISK,PANRISOT,FA,Risk Factor - Other,Risk Factor - Other,,,,Other risk/confounding factor,CATEGORIC FINDING,FINDINGS,FATEST,Risk factor - Other,AE REQUIRING ADDITIONAL DATA,PANCREATITIS RISK FACTORS,,,,,
PANCREATITIS OTHER RISK,PANRISOT,FA,Risk Factor - Other,Risk Factor - Other,,,,Other risk/confounding factor,CATEGORIC FINDING,FINDINGS,FATESTCD,PANRISOT,AE REQUIRING ADDITIONAL DATA,PANCREATITIS RISK FACTORS,,,,,
PANCREATITIS OTHER SYMPTOM,PANSYOT,FA,Other Symptom,Other Symptom,,,,Pancreatitis signs/symptoms  - Other,CATEGORIC FINDING,FINDINGS,FATEST,Other symptom,AE REQUIRING ADDITIONAL DATA,PANCREATITIS SIGNS AND SYMPTOMS,,,,,
PANCREATITIS OTHER SYMPTOM,PANSYOT,FA,Other Symptom,Other Symptom,,,,Pancreatitis signs/symptoms  - Other,CATEGORIC FINDING,FINDINGS,FATESTCD,PANSYOT,AE REQUIRING ADDITIONAL DATA,PANCREATITIS SIGNS AND SYMPTOMS,,,,,
PANCREATITIS PERI-PANCREATIC FLUID,PANPERPF,FA,Peri-Pancreatic Fluid,Peri-Pancreatic Fluid,,,,Peri-pancreatic fluid,CATEGORIC FINDING,FINDINGS,FATEST,Peri-pancreatic fluid,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING ACUTE,,,,,
PANCREATITIS PERI-PANCREATIC FLUID,PANPERPF,FA,Peri-Pancreatic Fluid,Peri-Pancreatic Fluid,,,,Peri-pancreatic fluid,CATEGORIC FINDING,FINDINGS,FATESTCD,PANPERPF,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING ACUTE,,,,,
PANCREATITIS PSEUDOCYSTS,PANPSEUD,FA,Pseudocysts,Pseudocysts,,,,Pseudocysts,CATEGORIC FINDING,FINDINGS,FATEST,Pseudocysts,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING CHRONIC,,,,,
PANCREATITIS PSEUDOCYSTS,PANPSEUD,FA,Pseudocysts,Pseudocysts,,,,Pseudocysts,CATEGORIC FINDING,FINDINGS,FATESTCD,PANPSEUD,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING CHRONIC,,,,,
PANCREATITIS RENAL FAILURE REQUIRING DIALYSIS,PANRENFD,FA,Acute Complications - Renal Failure,Acute Complications - Renal Failure,,,,Renal failure requiring dialysis,CATEGORIC FINDING,FINDINGS,FATEST,Acute complications - Renal Failure,AE REQUIRING ADDITIONAL DATA,PANCREATITIS COMPLICATIONS,,,,,
PANCREATITIS RENAL FAILURE REQUIRING DIALYSIS,PANRENFD,FA,Acute Complications - Renal Failure,Acute Complications - Renal Failure,,,,Renal failure requiring dialysis,CATEGORIC FINDING,FINDINGS,FATESTCD,PANRENFD,AE REQUIRING ADDITIONAL DATA,PANCREATITIS COMPLICATIONS,,,,,
PANCREATITIS RESPIRATORY FAILURE REQUIRING VENTILATION,PANRESFV,FA,Acute Complications -Respiratory Failure,Acute Complications -Respiratory Failure,,,,Respiratory failure requiring ventilation,CATEGORIC FINDING,FINDINGS,FATEST,Acute complications -Respiratory failure,AE REQUIRING ADDITIONAL DATA,PANCREATITIS COMPLICATIONS,,,,,
PANCREATITIS RESPIRATORY FAILURE REQUIRING VENTILATION,PANRESFV,FA,Acute Complications -Respiratory Failure,Acute Complications -Respiratory Failure,,,,Respiratory failure requiring ventilation,CATEGORIC FINDING,FINDINGS,FATESTCD,PANRESFV,AE REQUIRING ADDITIONAL DATA,PANCREATITIS COMPLICATIONS,,,,,
PANCREATITIS RISK FACTORS,PANRRFAC,FA,Pancreatitis Risk factors,Pancreatitis Risk factors,,,,Were there any relevant risk/confounding factors identified?,CATEGORIC FINDING,FINDINGS,FATEST,Pancreatitis Risk factors,AE REQUIRING ADDITIONAL DATA,PANCREATITIS RISK FACTORS,,,,,
PANCREATITIS RISK FACTORS,PANRRFAC,FA,Pancreatitis Risk factors,Pancreatitis Risk factors,,,,Were there any relevant risk/confounding factors identified?,CATEGORIC FINDING,FINDINGS,FATESTCD,PANRRFAC,AE REQUIRING ADDITIONAL DATA,PANCREATITIS RISK FACTORS,,,,,
PANCREATITIS SEPSIS,PANSEPSI,FA,Acute Complications - Sepsis,Acute Complications - Sepsis,,,,Sepsis,CATEGORIC FINDING,FINDINGS,FATEST,Acute complications - Sepsis,AE REQUIRING ADDITIONAL DATA,PANCREATITIS COMPLICATIONS,,,,,
PANCREATITIS SEPSIS,PANSEPSI,FA,Acute Complications - Sepsis,Acute Complications - Sepsis,,,,Sepsis,CATEGORIC FINDING,FINDINGS,FATESTCD,PANSEPSI,AE REQUIRING ADDITIONAL DATA,PANCREATITIS COMPLICATIONS,,,,,
PANCREATITIS SYMPTOMS,PANSYMP,FA,Symptoms Present During Event,Symptoms Present During Event,,,,Were other signs/symptoms present during the course of the event?,CATEGORIC FINDING,FINDINGS,FATEST,Symptoms present during event,AE REQUIRING ADDITIONAL DATA,PANCREATITIS SIGNS AND SYMPTOMS,,,,,
PANCREATITIS SYMPTOMS,PANSYMP,FA,Symptoms Present During Event,Symptoms Present During Event,,,,Were other signs/symptoms present during the course of the event?,CATEGORIC FINDING,FINDINGS,FATESTCD,PANSYMP,AE REQUIRING ADDITIONAL DATA,PANCREATITIS SIGNS AND SYMPTOMS,,,,,
PANCREATITIS TRAUMA TO THE PANCREAS,PANTRUMA,FA,Risk factor - Trauma to the Pancreas,Risk factor - Trauma to the Pancreas,,,,Trauma to the pancreas (incl. endoscopic retrograde cholangiopancreatography (ERCP)),CATEGORIC FINDING,FINDINGS,FATEST,Risk factor - Trauma to the pancreas,AE REQUIRING ADDITIONAL DATA,PANCREATITIS RISK FACTORS,,,,,
PANCREATITIS TRAUMA TO THE PANCREAS,PANTRUMA,FA,Risk factor - Trauma to the Pancreas,Risk factor - Trauma to the Pancreas,,,,Trauma to the pancreas (incl. endoscopic retrograde cholangiopancreatography (ERCP)),CATEGORIC FINDING,FINDINGS,FATESTCD,PANTRUMA,AE REQUIRING ADDITIONAL DATA,PANCREATITIS RISK FACTORS,,,,,
PANCREATITIS TREATMENT,PANTRT,FA,Treatment Type,Treatment Type,,,,What treatment(s) did the subject receive for this condition?,CATEGORIC FINDING,FINDINGS,FATEST,Treatment type,AE REQUIRING ADDITIONAL DATA,,,,,,
PANCREATITIS TREATMENT,PANTRT,FA,Treatment Type,Treatment Type,,,,What treatment(s) did the subject receive for this condition?,CATEGORIC FINDING,FINDINGS,FATESTCD,PANTRT,AE REQUIRING ADDITIONAL DATA,,,,,,
PANCREATITIS ULTRASOUND,PANULTRA,FA,Imaging method - Ultrasound,Imaging method - Ultrasound,,,,Imaging method - ultrasound.,CATEGORIC FINDING,FINDINGS,FATEST,Imaging method - Ultrasound,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING,,,,,
PANCREATITIS ULTRASOUND,PANULTRA,FA,Imaging method - Ultrasound,Imaging method - Ultrasound,,,,Imaging method - ultrasound.,CATEGORIC FINDING,FINDINGS,FATESTCD,PANULTRA,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING,,,,,
PANCREATITIS VOMITING,PANVOMIT,FA,Vomiting as Symptom,Vomiting as Symptom,,,,Pancreatitis signs/symptoms  - Vomiting,CATEGORIC FINDING,FINDINGS,FATEST,Vomiting during Course of Pancreatitis,AE REQUIRING ADDITIONAL DATA,PANCREATITIS SIGNS AND SYMPTOMS,,,,,
PANCREATITIS VOMITING,PANVOMIT,FA,Vomiting as Symptom,Vomiting as Symptom,,,,Pancreatitis signs/symptoms  - Vomiting,CATEGORIC FINDING,FINDINGS,FATESTCD,PANVOMIT,AE REQUIRING ADDITIONAL DATA,PANCREATITIS SIGNS AND SYMPTOMS,,,,,
PH_UR,PHU2,LB,pH,PH Dipstick,URINE,,,"Sponsor defined: The investigators evaluation of the negative logarithm (base 10) of the concentration of hydronium ions, which is used as a measure of the acidity or alkalinity of a fluid.",CATEGORIC FINDING,FINDINGS,LBTEST,pH,URINALYSIS,,,,,,
PH_URINE,PHU,LB,pH,Urine pH,URINE,,,"CDISC code: C45997
CDISC submission value: PH
CDISC synonym(s): pH
CDISC Description: A measure of the acidity or alkalinity of a fluid on a scale of 0 to 14.(NCI)
NCI preferred term: pH",NUMERIC FINDING,FINDINGS,LBTEST,pH,URINALYSIS,,pH,ACIDITY,,,
PLATELETS,PLAT,LB,Platelets,Platelets,,,,A measurement of the platelets (non-nucleated thrombocytes),NUMERIC FINDING,FINDINGS,LBTEST,Platelets,AE REQUIRING ADDITIONAL DATA,,10^9/L,CELL COUNT,,,
POTASSIUM,K,LB,Potassium,Potassium,,,,A measurement of the potassium,NUMERIC FINDING,FINDINGS,LBTEST,Potassium,AE REQUIRING ADDITIONAL DATA,,mmol/L,CONCENTRATION,39.1,,
POTASSIUM_SERUM,KS,LB,Potassium,Potassium,SERUM,,,"CDISC code: C64853
CDISC submission value: K
CDISC synonym(s): Potassium
CDISC Description: A measurement of the potassium in a biological specimen.
NCI preferred term: Potassium Measurement",NUMERIC FINDING,FINDINGS,LBTEST,Potassium,BIOCHEMISTRY,,mmol/L,CONCENTRATION,39.1,mmol/L,mEq/L
PROTEIN_URINE,PROTU4,LB,Protein,Protein,URINE,,,"CDISC: C64858
A measurement of the total protein in a biological specimen.

For Lab codes in AE Requiring Additional Data, there should be no SCATS",NUMERIC FINDING,FINDINGS,LBTEST,Protein,AE REQUIRING ADDITIONAL DATA,,g/L,CONCENTRATION,,,
PROTHROMBIN_TIME,PT,LB,Prothrombin Time,Prothrombin Time,,,,A blood clotting measurement that evaluates the extrinsic pathway of coagulation,NUMERIC FINDING,FINDINGS,LBTEST,Prothrombin Time,AE REQUIRING ADDITIONAL DATA,,s,TIME,,,
PROT_UR,PROTU2,LB,Protein,Protein urine,URINE,,,"The investigators evaluation of a measurement of a group of complex organic macromolecules composed of one or more alpha-L-amino acid chains in urine.
Code:C64858
CDISC Code Value: PROT
CDISC Value Label: Protein
CDISC synonym(s): Protein
CDISC definition: A measurement of the total protein in a biological specimen.
NCI preferred term: Total Protein Measurement",CATEGORIC FINDING,FINDINGS,LBTEST,Protein,URINALYSIS,,,,,,
PT_PLASMA,PTP,LB,Prothrombin Time,Prothrombin Time,PLASMA,,,"CDISC submission value: PT
CDISC synonym: Prothrombin Time
CDISC code: C62656
CDISC definition: A blood clotting measurement that evaluates the extrinsic pathway of coagulation and is expressed in units of time or percent activity.",NUMERIC FINDING,FINDINGS,LBTEST,Prothrombin Time,COAGULATION PARAMETER,,s,TIME,,,
PULSE,PULSE,VS,Pulse Rate,Pulse,,,,"CDISC code: C49676
CDISC submission value: PULSE
CDISC synonym(s): Pulse Rate
CDISC Description: The rate of the pulse as observed in an artery, expressed as beats per minute. It can be measured at several anatomical sites, including the wrist, neck, temple, groin, behind the knees, or on top of the foot. (NCI)
NCI preferred term: Pulse Rate",NUMERIC FINDING,FINDINGS,VSTEST,Pulse Rate,VITAL SIGNS,,beats/min,BEAT RATE,,Hz,
RACE,RACE,,Race,Race,,,,"CDISC: Race of the subject. In cases of mixed race, primary race should be listed. If additional race values are collected, they should be represented as separate records in the Subject Characteristics domain with TESTCD of ""RACEOTH"". The variable itself is required by FDA, but with ongoing discussions in Europe about the permissibility of collecting this data, the variable may be optional in future.",CATEGORIC FINDING,FINDINGS,NO_LINKAGE_NEEDED,No Linkage Needed,DEMOGRAPHY,,,,,,
RANDOMISATION_DATE,RANDDT,DS,Randomized,Randomisation Date,,,,Date of randomisation,DISPOSITION,EVENTS,PROTMLST,RANDOMIZED,PROTOCOL MILESTONE,,,,,,
RBC,RBCU5,LB,Erythrocytes,Erythrocytes in Urine,,,,"CDISC Code: C51946

A measurement of the total erythrocytes in a biological specimen.

For Lab codes in AE Requiring Additional Data, there should be no SCATS",TEXTUAL FINDING,FINDINGS,LBTEST,Erythrocytes,AE REQUIRING ADDITIONAL DATA,,,,,,
RBC_UR,RBCU2,LB,Erythrocytes,Erythrocytes in urine,URINE,,,"Sponsordefined: The investigators evaluation of the concentration of cells in urine specialized for oxygen transport, having a high concentration of hemoglobin in the cytoplasm and little else; biconcave, anucleate discs, 7nm diameter in mammals.

CDISC Code: C51946
CDISC Submission Value: RBC
CDISC Synonym(s): Erythrocytes; Red Blood Cells
CDISC Definition: A measurement of the total erythrocytes in a biological specimen.
NCI Preferred Term: Erythrocyte Count",CATEGORIC FINDING,FINDINGS,LBTEST,Erythrocytes,URINALYSIS,,,,,,
REASON FOR UNDETERMINED DEATH CAUSE 1,REASDEA1,ZA,Reason for Undetermined Death Cause 1,Reason for Undetermined Death Cause 1,,,,Sponsor defined: Used for Event Adjudication,CATEGORIC FINDING,FINDINGS,ZATEST,Reason for Undetermined Cause of Death,EVENT ADJUDICATION,,,,,,
REASON FOR UNDETERMINED DEATH CAUSE 1,REASDEA1,ZA,Reason for Undetermined Death Cause 1,Reason for Undetermined Death Cause 1,,,,Sponsor defined: Used for Event Adjudication,CATEGORIC FINDING,FINDINGS,ZATESTCD,REASDEA1,EVENT ADJUDICATION,,,,,,
RESPIRATORY_RATE,RESP,VS,Respiratory Rate,Respiratory Rate,,,,"CDISC code:C49678
CDISC Submission Value: RESP
CDISC synonym(s): Respiratory Rate
CDISC: The rate of breathing (inhalation and exhalation) measured within in a unit time, usually expressed as breaths per minute. (NCI) 
NCI preferred term: Respiratory Rate",NUMERIC FINDING,FINDINGS,VSTEST,Respiratory Rate,VITAL SIGNS,,breaths/min,RESPIRATORY RATE,,,
SEIZURE,HYSEIZUR,ZA,Seizure,Seizure,,,,Did the subject have a seizure,CATEGORIC FINDING,FINDINGS,ZATEST,Seizure,EVENT ADJUDICATION,,,,,,
SEIZURE,HYSEIZUR,ZA,Seizure,Seizure,,,,Did the subject have a seizure,CATEGORIC FINDING,FINDINGS,ZATESTCD,HYSEIZUR,EVENT ADJUDICATION,,,,,,
SERUM_CREATININE,CREATS3,LB,Creatinine,Creatinine,SERUM,,,"CDISC: C64547

The clear portion of the blood that remains after the removal of the blood cells and the clotting proteins. (NCI)

For Lab codes in AE Requiring Additional Data, there should be no SCATS",NUMERIC FINDING,FINDINGS,LBTEST,Creatinine,AE REQUIRING ADDITIONAL DATA,,umol/L,CONCENTRATION,113.118,,
SEVERE_ACUTE_UPPER_ABDOMINAL_PAIN,ACUTPAIN,ZA,Severe Acute Upper Abdominal Pain,Severe Acute Upper Abdominal Pain,,,,Severe Acute Upper Abdominal Pain,CATEGORIC FINDING,FINDINGS,ZATEST,Severe Acute Upper Abdominal Pain,EVENT ADJUDICATION,,,,,,
SEVERE_ACUTE_UPPER_ABDOMINAL_PAIN,ACUTPAIN,ZA,Severe Acute Upper Abdominal Pain,Severe Acute Upper Abdominal Pain,,,,Severe Acute Upper Abdominal Pain,CATEGORIC FINDING,FINDINGS,ZATESTCD,ACUTPAIN,EVENT ADJUDICATION,,,,,,
SEVERITY OF PANCREATITIS,SEVPANCR,ZA,Severity of Pancreatitis,Severity of Pancreatitis,,,,Sponsor defined: Used for Event Adjudication,CATEGORIC FINDING,FINDINGS,ZATEST,Severity of Pancreatitis,EVENT ADJUDICATION,,,,,,
SEVERITY OF PANCREATITIS,SEVPANCR,ZA,Severity of Pancreatitis,Severity of Pancreatitis,,,,Sponsor defined: Used for Event Adjudication,CATEGORIC FINDING,FINDINGS,ZATESTCD,SEVPANCR,EVENT ADJUDICATION,,,,,,
SEX,SEX,,Sex,Sex,,,,"CDISC: M, F, U for Male, Female, Unknown",CATEGORIC FINDING,FINDINGS,NO_LINKAGE_NEEDED,No Linkage Needed,DEMOGRAPHY,,,,,,
SODIUM,SODIUM,LB,Sodium,Sodium,,,,Sodium CDISC: C64809,NUMERIC FINDING,FINDINGS,LBTEST,Sodium,AE REQUIRING ADDITIONAL DATA,,mmol/L,CONCENTRATION,,,
SODIUM_SERUM,SODIUMS,LB,Sodium,Sodium,SERUM,,,"CDISC code: C64809
CDISC submission value: SODIUM
CDISC synonym(s): Sodium
CDISC Description: A measurement of the sodium in a biological specimen.
NCI preferred term: Sodium Measurement",NUMERIC FINDING,FINDINGS,LBTEST,Sodium,BIOCHEMISTRY,,mmol/L,CONCENTRATION,23.0,mmol/L,mEq/L
SOURCE OF ADJUDICATED EVENT,SOURADEV,ZA,Source of Adjudicated Event,Source of Adjudicated Event,,,,Sponsor defined: Used for Event Adjudication,CATEGORIC FINDING,FINDINGS,ZATEST,Source of Adjudicated Event,EVENT ADJUDICATION,,,,,,
SOURCE OF ADJUDICATED EVENT,SOURADEV,ZA,Source of Adjudicated Event,Source of Adjudicated Event,,,,Sponsor defined: Used for Event Adjudication,CATEGORIC FINDING,FINDINGS,ZATESTCD,SOURADEV,EVENT ADJUDICATION,,,,,,
SUBJECT FASTING,YNF,LB,Subject fasting,Subject fasting,,,,Subject fasting,CATEGORIC FINDING,FINDINGS,LBTEST,Subject fasting,COLLECTION OF SAMPLES,,,,,,
SUBJECT FASTING,YNF,LB,Subject fasting,Subject fasting,,,,Subject fasting,CATEGORIC FINDING,FINDINGS,LBTESTCD,FASTYN,COLLECTION OF SAMPLES,,,,,,
SUBJECT_DIED,SUBJDIED,ZA,Subject Died,Subject Died,,,,Did the subject die from this severe hypoglycemic episode,CATEGORIC FINDING,FINDINGS,ZATEST,Subject Died,EVENT ADJUDICATION,,,,,,
SUBJECT_DIED,SUBJDIED,ZA,Subject Died,Subject Died,,,,Did the subject die from this severe hypoglycemic episode,CATEGORIC FINDING,FINDINGS,ZATESTCD,SUBJDIED,EVENT ADJUDICATION,,,,,,
SYMPTOM OF PANCREATITIS 1,SYMPANC1,ZA,Symptom of Pancreatitis 1,Symptom of Pancreatitis 1,,,,Sponsor defined: Used for Event Adjudication,CATEGORIC FINDING,FINDINGS,ZATEST,Symptom of Pancreatitis 1,EVENT ADJUDICATION,,,,,,
SYMPTOM OF PANCREATITIS 1,SYMPANC1,ZA,Symptom of Pancreatitis 1,Symptom of Pancreatitis 1,,,,Sponsor defined: Used for Event Adjudication,CATEGORIC FINDING,FINDINGS,ZATESTCD,SYMPANC1,EVENT ADJUDICATION,,,,,,
SYMPTOM OF PANCREATITIS 2,SYMPANC2,ZA,Symptom of Pancreatitis 2,Symptom of Pancreatitis 2,,,,Sponsor defined: Used for Event Adjudication,CATEGORIC FINDING,FINDINGS,ZATEST,Symptom of Pancreatitis 2,EVENT ADJUDICATION,,,,,,
SYMPTOM OF PANCREATITIS 2,SYMPANC2,ZA,Symptom of Pancreatitis 2,Symptom of Pancreatitis 2,,,,Sponsor defined: Used for Event Adjudication,CATEGORIC FINDING,FINDINGS,ZATESTCD,SYMPANC2,EVENT ADJUDICATION,,,,,,
SYMPTOM OF PANCREATITIS 3,SYMPANC3,ZA,Symptom of Pancreatitis 3,Symptom of Pancreatitis 3,,,,Sponsor defined: Used for Event Adjudication,CATEGORIC FINDING,FINDINGS,ZATEST,Symptom of Pancreatitis 3,EVENT ADJUDICATION,,,,,,
SYMPTOM OF PANCREATITIS 3,SYMPANC3,ZA,Symptom of Pancreatitis 3,Symptom of Pancreatitis 3,,,,Sponsor defined: Used for Event Adjudication,CATEGORIC FINDING,FINDINGS,ZATESTCD,SYMPANC3,EVENT ADJUDICATION,,,,,,
SYMPTOM OF UNSTABLE ANGINA PECTORIS 1,SYMUNMI1,ZA,Symptom of Unstable Angina Pectoris 1,Symptom of Unstable Angina Pectoris 1,,,,Sponsor defined: Used for Event Adjudication,CATEGORIC FINDING,FINDINGS,ZATEST,Symptom of Unstable Angina Pectoris 1,EVENT ADJUDICATION,,,,,,
