basic_std;table;column;label;order;type;length;displayformat;xmldatatype;xmlcodelist;xmlcodelist_multi;core;origin;origintype;originsource;role;term;algorithm;qualifiers;isnotcdiscstd;comment;IGcomment;class_table;class_column;map_var_flag;fixed_mapping;include_in_raw;nn_internal;value_lvl_where_cols;value_lvl_label_col;value_lvl_collect_ct_val;value_lvl_ct_cdlist_id_col;enrich_build_order;enrich_rule;xmlcodelistvalues
;ZE;ZESTDY;Study Day of Start of Treatment;450;N;8;;integer;;;Perm;Derived;Derived;Sponsor;Timing;;"If ZESTDTC GE RFSTDTC then ZESTDY=ZESTDTC-RFSTDTC+1; otherwise ZESTDY=ZESTDTC-RFSTDTC.";;;;Study day of ECSTDTC relative to the sponsor-defined DM.RFSTDTC.;TIMING;__STDY;;;;;;;;;10;sdtme_std_dy_v$$;
;ZE;ZEENDY;Study Day of End of Treatment;460;N;8;;integer;;;Perm;Derived;Derived;Sponsor;Timing;;"If ZEENDTC GE RFSTDTC then ZEENDY=ZEENDTC-RFSTDTC+1; otherwise ZEENDY=ZEENDTC-RFSTDTC.";;;;Study day of ECENDTC relative to the sponsor-defined DM.RFSTDTC.;TIMING;__ENDY;;;;;;;;;10;sdtme_std_dy_v$$;
;ZE;ZEDUR;Duration of Treatment;470;C;64;;text;;;Perm;;;;Timing;ISO 8601;;UPPERCASE DURATION;;;Collected duration of administration represented in ISO 8601 duration format. Used only if collected on the CRF and not derived from start and end date/times.;TIMING;__DUR;Y;;Y;;;;;;;;
;ZE;ZETPT;Planned Time Point Name;480;C;80;;text;;;Perm;Assigned;Assigned;Sponsor;Timing;;;UPPERCASE;;;Text Description of time when administration should occur. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See ECTPTNUM and ECTPTREF.;TIMING;__TPT;Y;;Y;;;;;;;;
;ZE;ZETPTNUM;Planned Time Point Number;490;N;8;8,1;float;;;Perm;Assigned;Assigned;Sponsor;Timing;;;;;;Numerical version of ECTPT to aid in sorting.;TIMING;__TPTNUM;Y;;Y;;;;;;;;
;ZE;ZEELTM;Planned Elapsed Time from Time Point Ref;500;C;64;;text;;;Perm;;;;Timing;ISO 8601;;UPPERCASE DURATION;;;Planned elapsed time (in ISO 8601 format) relative to the planned fixed reference (ECTPTREF). This variable is useful where there are repetitive measures. Not a clock time. Represented in ISO 8601 duration format.;TIMING;__ELTM;Y;;Y;;;;;;;;
;ZE;ZETPTREF;Time Point Reference;510;C;40;;text;;;Perm;Assigned;Assigned;Sponsor;Timing;;;UPPERCASE;;;Name of the fixed reference point referred to by ECELTM, ECTPTNUM, and ECTPT. Examples: PREVIOUS DOSE, PREVIOUS MEAL.;TIMING;__TPTREF;Y;;Y;;;;;;;;
;ZE;ZERFTDTC;Date/Time of Reference Time Point;520;C;64;;datetime;;;Perm;;;;Timing;ISO 8601;;UPPERCASE DATETIME;;;Date/time for a fixed reference time point defined by ECTPTREF in ISO 8601 character format.;TIMING;__RFTDTC;Y;;Y;;;;;;;;
;ZI;CDMS_SUB_EVT_NUM;CDMS Repeat Sequence Number;10;N;8;;integer;;;Perm;;;;Record Qualifier;;;;;;;NN DEFINED;CDMS_SUB_EVT_NUM;;subevnum;Y;Y;;;;;;;
;ZI;SRC_FIND_COLL_UNIT;CDW SRC Finding Collection Unit;20;C;80;;text;;;Perm;;;;Record Qualifier;;;;;;;NN DEFINED;SRC_FIND_COLL_UNIT;;unitcoll;Y;Y;;;;;;;
;ZI;SRC_TOPIC_CD;CDW SRC Topic Code;30;C;200;;text;;;Perm;;;;Topic;;;;;;;NN DEFINED;SRC_TOPIC_CD;;;Y;Y;;;;;;;
;ZI;TOPIC_CD;CDW Topic Code;40;C;80;;text;;;Perm;;;;Topic;;;;;;;NN DEFINED;TOPIC_CD;;topiccd;Y;Y;;;;;;;
;ZI;STUDYID;Study Identifier;50;C;40;;text;;;Req;Protocol;Protocol;Sponsor;Identifier;;;UPPERCASE;;;Unique identifier for a study.;IDENTIFIERS;STUDYID;*;;Y;;;;;;;;
;ZI;DOMAIN;Domain Abbreviation;60;C;8;;text;;;Req;Assigned;Assigned;Sponsor;Identifier;ZI;;UPPERCASE;;;Two-character abbreviation for the domain.;IDENTIFIERS;DOMAIN;*;;Y;;;;;;;;
;ZI;USUBJID;Unique Subject Identifier;70;C;60;;text;;;Req;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;Concatenation of STUDYID and DM.SUBJID;Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.;IDENTIFIERS;USUBJID;*;;Y;;;;;;;;
;ZI;SPDEVID;Sponsor Device Identifier;80;C;80;;text;;;Perm;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;;Sponsor-defined identifier for a device;IDENTIFIERS;SPDEVID;Y;;Y;;;;;;;;
;ZI;ZISEQ;Sequence Number;90;N;8;;integer;;;Req;Assigned;Assigned;Sponsor;Identifier;;Sequential number identifying records within each USUBJID;;;;Sequence Number given to ensure uniqueness of subject records within a domain. May be any valid number.;IDENTIFIERS;__SEQ;*;;Y;;;;;;;;
;ZI;ZIGRPID;Group ID;100;C;60;;text;;;Perm;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;;Used to tie together a block of related records in a single domain for a subject.;IDENTIFIERS;__GRPID;Y;;Y;;;;;;;;
;ZI;ZIREFID;Specimen ID;110;C;40;;text;;;Perm;;Collected;;Identifier;;;UPPERCASE;;;Internal or external specimen identifier. Example: Specimen ID.;IDENTIFIERS;__REFID;Y;;Y;;;;;;;;
;ZI;ZISPID;Sponsor-Defined Identifier;120;C;40;;text;;;Perm;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;;Sponsor-defined reference number. Perhaps pre-printed on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Line number on the Lab page.;IDENTIFIERS;__SPID;*;;Y;;;;;;;;
;ZI;ZILNKID;Link ID;130;C;60;;text;;;Perm;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;;Identifier used to link related records across domains. This may be a one-to- one or a one-to-many relationship. For Example: A single tumor may have multiple measurements/assessments performed at each study visit.;IDENTIFIERS;__LNKID;Y;;Y;;;;;;;;
;ZI;ZILNKGRP;Link Group ID;140;C;60;;text;;;Perm;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;;Identifier used to link related records across domains. This will usually be a many-to-one relationship. For example: Multiple tumor measurements/assessments will contribute to a single response to therapy determination record.;IDENTIFIERS;__LNKGRP;Y;;Y;;;;;;;;
;ZI;ZITESTCD;Lab Test or Examination Short Name;150;C;8;;text;GASTROCD;;Req;Assigned;Assigned;Sponsor;Topic;(GASTROCD);;UPPERCASE;;;"Short name of the measurement, test, or examination described in ZITEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in ZITESTCD cannot be longer than 8 characters, nor can it start with a number (e.g.""1TEST""). ZITESTCD cannot contain characters other than letters, numbers, or underscores. Examples: ALT, LDH.";FINDINGS;__TESTCD;Y;;Y;;;;;;;;
;ZI;ZITEST;Lab Test or Examination Name;160;C;40;;text;GASTRO;;Req;Assigned;Assigned;Sponsor;Synonym Qualifier;(GASTRO);;MIXEDCASE;;;Verbatim name of the test or examination used to obtain the measurement or finding. Note any test normally performed by a clinical laboratory is considered a lab test. The value in ZITEST cannot be longer than 40 characters. Examples: Alanine Aminotransferase, Lactate Dehydrogenase.;FINDINGS;__TEST;Y;;Y;;;;;;;;
;ZI;ZICAT;Category for Lab Test;170;C;60;;text;;;Exp;Assigned;Assigned;Sponsor;Grouping Qualifier;*;;UPPERCASE;;;Used to define a category of related records across subjects. Examples: such as HEMATOLOGY, URINALYSIS, CHEMISTRY.;FINDINGS;__CAT;Y;;Y;;;;;;;;
;ZI;ZISCAT;Subcategory for Lab Test;180;C;60;;text;;;Perm;Assigned;Assigned;Sponsor;Grouping Qualifier;*;;UPPERCASE;;;A further categorization of a test category such as DIFFERENTIAL, COAGULATON, LIVER FUNCTION, ELECTROLYTES.;FINDINGS;__SCAT;Y;;Y;;;;;;;;
;ZI;ZIORRES;Result or Finding in Original Units;190;C;200;;text;;;Exp;eDT;Collected;Vendor;Result Qualifier;;;UPPERCASE;;;Result of the measurement or finding as originally received or collected.;FINDINGS;__ORRES;Y;;Y;;ZITESTCD ZICAT;ZITEST;;CATGO_CT;;;
;ZI;ZIORRESU;Original Units;200;C;40;;text;UNIT;;Exp;eDT;Collected;Vendor;Variable Qualifier;(UNIT);;MIXEDCASE;;;Original units in which the data were collected. The unit for ZIORRES. Example: g/L.;FINDINGS;__ORRESU;;unitcoll;Y;;ZITESTCD ZICAT;ZITEST;Y;;;;
;ZI;ZISTRESC;Character Result/Finding in Std Format;210;C;200;;text;ZISTRESC;;Exp;Derived;Derived;Sponsor;Result Qualifier;(ZISTRESC);ZIORRES converted into standard unit;UPPERCASE;;;"Contains the result value for all findings, copied or derived from ZIORRES in a standard format or standard units. ZISTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in ZISTRESN. For example, if a test has results ""NONE"", ""NEG"", and ""NEGATIVE"" in ZIORRES and these results effectively have the same meaning, they could be represented in standard format in ZISTRESC as ""NEGATIVE"". For other examples, see general assumptions.";FINDINGS;__STRESC;Y;;Y;;ZITESTCD ZICAT;ZITEST;V;CATGO_CT;70;sdtme_std_res_v$$;
;ZI;ZISTRESN;Numeric Result/Finding in Standard Units;220;N;8;8,3;float;;;Exp;Derived;Derived;Sponsor;Result Qualifier;;ZIORRES converted into standard unit;;;;"Used for continuous or numeric results or findings in standard format; copied in numeric format from ZISTRESC. ZISTRESN should store all numeric test results or findings.";FINDINGS;__STRESN;;;;;;;;;70;sdtme_std_res_v$$;
;ZI;ZISTRESU;Standard Units;230;C;40;;text;UNIT;;Exp;eDT;Collected;Vendor;Variable Qualifier;(UNIT);;MIXEDCASE;;;Standardized unit used for ZISTRESC or ZISTRESN.;FINDINGS;__STRESU;;;;;;;;;70;sdtme_std_res_v$$;
;ZI;ZISTAT;Completion Status;240;C;40;;text;ND;;Perm;Derived;Derived;Sponsor;Record Qualifier;(ND);Set to NOT DONE if 'ND', 'NA', 'NK' ,' ' have been reported on CRF;UPPERCASE;;;Used to indicate exam not done. Should be null if a result exists in ZIORRES.;FINDINGS;__STAT;Y;;Y;;;;;;;;
;ZI;ZIREASND;Reason Test Not Done;250;C;200;;text;;;Perm;eDT;Collected;Vendor;Record Qualifier;;;UPPERCASE;;;Describes why a measurement or test was not performed such as BROKEN EQUIPMENT, SUBJECT REFUSED, or SPECIMEN LOST. Used in conjunction with ZISTAT when value is NOT DONE.;FINDINGS;__REASND;Y;;Y;;;;;;;;
;ZI;ZIXFN;External File Path;260;C;200;;text;;;Perm;;;;Record Qualifier;;;UPPERCASE;;;;FINDINGS;__XFN;;;;;;;;;;;
;ZI;ZINAM;Vendor Name;270;C;40;;text;;;Perm;eDT;Collected;Vendor;Record Qualifier;;;UPPERCASE;;;The name or identifier of the laboratory that performed the test.;FINDINGS;__NAM;Y;;Y;;;;;;;;
;ZI;ZILOC;Location Used for the Measurement;280;C;100;;text;LOC;;Perm;;;;Record Qualifier;(LOC);;UPPERCASE;;;;FINDINGS;__LOC;Y;;Y;;;;;;;;
;ZI;ZILAT;Laterality;290;C;40;;text;LAT;;Perm;;;;Variable Qualifier;(LAT);;UPPERCASE;;;;FINDINGS;__LAT;Y;;Y;;;;;;;;
;ZI;ZIDIR;Directionality;300;C;40;;text;DIR;;Perm;;;;Variable Qualifier;(DIR);;;;;;FINDINGS;__DIR;Y;;Y;;;;;;;;
;ZI;ZIPORTOT;Portion or Totality;310;C;40;;text;PORTOT;;Perm;;;;Variable Qualifier;(PORTOT);;UPPERCASE;;;;FINDINGS;__PORTOT;Y;;Y;;;;;;;;
;ZI;ZIMETHOD;Method of Test or Examination;320;C;80;;text;METHOD;;Perm;eDT;Collected;Vendor;Record Qualifier;(METHOD);;UPPERCASE;;;Method of the test or examination. Examples: EIA (Enzyme Immunoassay), ELECTROPHORESIS, DIPSTICK;FINDINGS;__METHOD;Y;;Y;;;;;;;;
;ZI;ZIANMETH;Analysis Method;330;C;80;;text;;;Perm;eDT;Collected;Vendor;Record Qualifier;*;;UPPERCASE;;;Analysis method applied to obtain a summarized result. Analysis method describes the method of secondary processing applied to a complex observation result (e.g. an image or a genetic sequence).;FINDINGS;__ANMETH;Y;;Y;;;;;;;;
;ZI;ZILOBXFL;Last Observation Before Exposure Flag;340;C;1;;text;NY;;Perm;;;;Record Qualifier;(NY);;UPPERCASE;;;"Operationally-derived indicator used to identify the last non-missing value prior to RFXSTDTC. The value should be ""Y"" or null.";FINDINGS;__LOBXFL;;;;;;;;;;;Y
;ZI;ZIBLFL;Baseline Flag;350;C;2;;text;NY;;Exp;Derived;Derived;Sponsor;Record Qualifier;(NY);Baseline flag set to Y when the assessment is collected at the visit marked as baseline in the trial flowchart;UPPERCASE;;;"Indicator used to identify a baseline value. The value should be ""Y"" or null.";FINDINGS;__BLFL;;;;;;;;;20;sdtme_std_blfl_v$$;Y
;ZI;ZIFAST;Fasting Status;360;C;2;;text;NY;;Perm;eDT;Collected;Vendor;Record Qualifier;(NY);;UPPERCASE;;;Indicator used to identify fasting status such as Y, N, U, or null if not relevant.;FINDINGS;__FAST;Y;;Y;;;;;;;;
;ZI;ZIDRVFL;Derived Flag;370;C;2;;text;NY;;Perm;eDT;Collected;Vendor;Record Qualifier;(NY);;UPPERCASE;;;Used to indicate a derived record. The value should be Y or null. Records that represent the average of other records, or do not come from the CRF, or are not as originally received or collected are examples of records that might be derived for the submission datasets. If ZIDRVFL=Y, then ZIORRES may be null, with ZISTRESC, and (if numeric) ZISTRESN having the derived value.;FINDINGS;__DRVFL;;;;;;;;;;;Y
;ZI;ZIEVAL;Evaluator;380;C;40;;text;EVAL;;Perm;;;;Record Qualifier;(EVAL);;UPPERCASE;;;Role of the person who provided the evaluation. Used only for results that are subjective (e.g., assigned by a person or a group). Examples: ADJUDICATION COMMITTEE, INDEPENDENT ASSESSOR, RADIOLOGIST.;FINDINGS;__EVAL;Y;;Y;;;;;;;;
;ZI;ZIEVALID;Evaluator Identifier;390;C;40;;text;MEDEVAL;;Perm;;;;Variable Qualifier;(MEDEVAL);;UPPERCASE;;;Used to distinguish multiple evaluators with the same role recorded in --EVAL. Examples: RADIOLOGIST1 or RADIOLOGIST2;FINDINGS;__EVALID;Y;;Y;;;;;;;;
;ZI;ZIREPNUM;Repetition Number;400;N;8;;integer;;;Perm;;;;Record Qualifier;;;;;;The incidence number of a test that is repeated within a given timeframe for the same test. The level of granularity can vary, e.g., within a time point or within a visit. For example, multiple measurements of blood pressure or multiple analyses of a sample.;FINDINGS;__REPNUM;Y;;Y;;;;;;;;
;ZI;ETCD;Element Code;410;C;8;;text;;;Req;Assigned;Assigned;Sponsor;Record Qualifier;*;;UPPERCASE;;Set based on the SE domain;ETCD (the companion to ELEMENT) is limited to 8 characters and does not have special character restrictions. These values should be short for ease of use in programming, but it is not expected that ETCD will need to serve as a variable name.;NN DEFINED;ETCD;;;;;;;;;100;sdtme_std_etcd_v$$;
;ZI;ELEMENT;Description of Element;420;C;40;;text;;;Req;Protocol;Protocol;Sponsor;Record Qualifier;*;;UPPERCASE;;Set based on the SE domain;The name of the Element.;NN DEFINED;ELEMENT;;;;;;;;;100;sdtme_std_etcd_v$$;
;ZI;VISITNUM;Visit Number;430;N;8;9,3;float;;;Exp;Protocol;Protocol;Sponsor;Timing;;;;;;1. Clinical encounter number. 2. Numeric version of VISIT, used for sorting.;TIMING;VISITNUM;Y;;Y;;;;;;;;
;ZI;VISIT;Visit Name;440;C;40;;text;;;Perm;Protocol;Protocol;Sponsor;Timing;;;UPPERCASE;;;1. Protocol-defined description of clinical encounter 2. May be used in addition to VISITNUM and/or VISITDY;TIMING;VISIT;;;;;;;;;30;sdtme_std_visit_v$$;
;ZI;VISITDY;Planned Study Day of Visit;450;N;8;;integer;;;Perm;Assigned;Assigned;Sponsor;Timing;;;;;Based on TV.VISITDY;Planned study day of the visit based upon RFSTDTC in Demographics.;TIMING;VISITDY;;;;;;;;;80;sdtme_std_visitdy_v$$;
;ZI;TAETORD;Planned Order of Element within Arm;460;N;8;;integer;;;Perm;Protocol;Protocol;Sponsor;Timing;;;;;;Number that gives the planned order of the Element within the Arm for the element in which the assessment was made;TIMING;TAETORD;;;;;;;;;;;
;ZI;EPOCH;Epoch;470;C;40;;text;EPOCH;;Perm;Protocol;Protocol;Sponsor;Timing;(EPOCH);;UPPERCASE;;Set based on the SE domain;Epoch associated with the start date/time of the observation, or the date/time of collection if start date/time is not collected. (See Section 3.2.2).;TIMING;EPOCH;;;;;;;;;90;sdtme_std_epoch_v$$;
;ZI;ZIDTC;Date/Time of Specimen Collection;480;C;64;;datetime;;;Exp;;Collected;;Timing;ISO 8601;;UPPERCASE DATETIME;;;;TIMING;__DTC;Y;;Y;;;;;;;;
;ZI;ZIENDTC;End Date/Time of Observation;490;C;64;;datetime;;;Perm;;Collected;;Timing;ISO 8601;;UPPERCASE DATETIME;;;End date/time of the observation represented in IS0 8601 character format.;TIMING;__ENDTC;Y;;Y;;;;;;;;
;ZI;ZIDY;Study Day of Specimen Collection;500;N;8;;integer;;;Perm;Derived;Derived;Sponsor;Timing;;"If ZIDTC GE RFSTDTC then ZIDY=ZIDTC-RFSTDTC+1; otherwise ZIDY=ZIDTC-RFSTDTC.";;;;1. Study day of specimen collection, measured as integer days. 2. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics. This formula should be consistent across the submission.;TIMING;__DY;;;;;;;;;10;sdtme_std_dy_v$$;
;ZI;ZIENDY;Study Day of End of Observation;510;N;8;;integer;;;Perm;Derived;Derived;Sponsor;Timing;;"If ZIENDTC GE RFSTDTC then ZIENDY=ZIENDTC-RFSTDTC+1; otherwise ZIENDY=ZIENDTC-RFSTDTC.";;;;Actual study day of end of observation expressed in integer days relative to the sponsor-defined RFSTDTC in Demographics.;TIMING;__ENDY;;;;;;;;;10;sdtme_std_dy_v$$;
;ZI;ZITPT;Planned Time Point Name;520;C;80;;text;;;Perm;eDT;Collected;Vendor;Timing;;;UPPERCASE;;;1. Text Description of time when specimen should be taken. 2. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See ZITPTNUM and ZITPTREF. Examples: Start, 5 min post.;TIMING;__TPT;Y;;Y;;;;;;;;
;ZI;ZITPTNUM;Planned Time Point Number;530;N;8;8,1;float;;;Perm;eDT;Collected;Vendor;Timing;;;;;;Numerical version of ZITPT to aid in sorting.;TIMING;__TPTNUM;Y;;Y;;;;;;;;
;ZI;ZIELTM;Planned Elapsed Time from Time Point Ref;540;C;64;;text;;;Perm;eDT;Collected;Vendor;Timing;ISO 8601;;UPPERCASE DURATION;;;"Planned Elapsed time (in ISO 8601) relative to a planned fixed reference (ZITPTREF). This variable is useful where there are repetitive measures. Not a clock time or a date time variable. Represented as an ISO 8601 duration. Examples: ""-PT15M"" to represent the period of 15 minutes prior to the reference point indicated by ZITPTREF, or ""PT8H"" to represent the period of 8 hours after the reference point indicated by ZITPTREF.";TIMING;__ELTM;Y;;Y;;;;;;;;
;ZI;ZITPTREF;Time Point Reference;550;C;40;;text;;;Perm;eDT;Collected;Vendor;Timing;;;UPPERCASE;;;Name of the fixed reference point referred to by ZIELTM, ZITPTNUM, and ZITPT. Examples: PREVIOUS DOSE, PREVIOUS MEAL.;TIMING;__TPTREF;Y;;Y;;;;;;;;
;ZI;ZIRFTDTC;Date/Time of Reference Time Point;560;C;64;;datetime;;;Perm;eDT;Collected;Vendor;Timing;ISO 8601;;UPPERCASE DATETIME;;;Date/time of the reference time point, ZITPTREF.;TIMING;__RFTDTC;Y;;Y;;;;;;;;
;ZL;SRC_FIND_COLL_UNIT;CDW SRC Finding Collection Unit;10;C;80;;text;;;Perm;;;;Record Qualifier;;;;;;;NN DEFINED;SRC_FIND_COLL_UNIT;;;;Y;;;;;;;
;ZL;SRC_TOPIC_CD;CDW SRC Topic Code;20;C;200;;text;;;Perm;;;;Topic;;;;;;;NN DEFINED;SRC_TOPIC_CD;;;;Y;;;;;;;
;ZL;TOPIC_CD;CDW Topic Code;30;C;80;;text;;;Perm;;;;Topic;;;;;;;NN DEFINED;TOPIC_CD;;;;Y;;;;;;;
;ZL;STUDYID;Study Identifier;40;C;40;;text;;;Req;Protocol;Protocol;Sponsor;Identifier;;;UPPERCASE;;;Unique identifier for a study.;IDENTIFIERS;STUDYID;;;;;;;;;;;
;ZL;DOMAIN;Domain Abbreviation;50;C;8;;text;;;Req;Assigned;Assigned;Sponsor;Identifier;LB;;UPPERCASE;;;Two-character abbreviation for the domain.;IDENTIFIERS;DOMAIN;;;;;;;;;;;
;ZL;USUBJID;Unique Subject Identifier;60;C;60;;text;;;Req;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;Concatenation of STUDYID and DM.SUBJID;Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.;IDENTIFIERS;USUBJID;;;;;;;;;;;
;ZL;SPDEVID;Sponsor Device Identifier;70;C;80;;text;;;Perm;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;;Sponsor-defined identifier for a device;IDENTIFIERS;SPDEVID;;;;;;;;;;;
;ZL;LBSEQ;Sequence Number;80;N;8;;integer;;;Req;Assigned;Assigned;Sponsor;Identifier;;Sequential number identifying records within each USUBJID;;;;Sequence Number given to ensure uniqueness of subject records within a domain. May be any valid number.;IDENTIFIERS;__SEQ;;;;;;;;;;;
;ZL;LBGRPID;Group ID;90;C;60;;text;;;Perm;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;;Used to tie together a block of related records in a single domain for a subject.;IDENTIFIERS;__GRPID;;;;;;;;;;;
;ZL;LBREFID;Specimen ID;100;C;40;;text;;;Perm;;Collected;;Identifier;;;UPPERCASE;;;Internal or external specimen identifier. Example: Specimen ID.;IDENTIFIERS;__REFID;;;;;;;;;;;
;ZL;LBSPID;Sponsor-Defined Identifier;110;C;40;;text;;;Perm;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;;Sponsor-defined reference number. Perhaps pre-printed on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Line number on the Lab page.;IDENTIFIERS;__SPID;;;;;;;;;;;
;ZL;LBLNKID;Link ID;120;C;60;;text;;;Perm;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;;Identifier used to link related records across domains. This may be a one-to- one or a one-to-many relationship. For Example: A single tumor may have multiple measurements/assessments performed at each study visit.;IDENTIFIERS;__LNKID;;;;;;;;;;;
;ZL;LBLNKGRP;Link Group ID;130;C;60;;text;;;Perm;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;;Identifier used to link related records across domains. This will usually be a many-to-one relationship. For example: Multiple tumor measurements/assessments will contribute to a single response to therapy determination record.;IDENTIFIERS;__LNKGRP;;;;;;;;;;;
;ZL;LBTESTCD;Lab Test or Examination Short Name;140;C;8;;text;LBTESTCD;;Req;Assigned;Assigned;Sponsor;Topic;(LBTESTCD);;UPPERCASE;;;"Short name of the measurement, test, or examination described in LBTEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in LBTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g.""1TEST""). LBTESTCD cannot contain characters other than letters, numbers, or underscores. Examples: ALT, LDH.";FINDINGS;__TESTCD;;;;;;;;;;;
;ZL;LBTEST;Lab Test or Examination Name;150;C;40;;text;LBTEST;;Req;Assigned;Assigned;Sponsor;Synonym Qualifier;(LBTEST);;MIXEDCASE;;;Verbatim name of the test or examination used to obtain the measurement or finding. Note any test normally performed by a clinical laboratory is considered a lab test. The value in LBTEST cannot be longer than 40 characters. Examples: Alanine Aminotransferase, Lactate Dehydrogenase.;FINDINGS;__TEST;;;;;;;;;;;
;ZL;LBCAT;Category for Lab Test;160;C;60;;text;;;Exp;Assigned;Assigned;Sponsor;Grouping Qualifier;*;;UPPERCASE;;;Used to define a category of related records across subjects. Examples: such as HEMATOLOGY, URINALYSIS, CHEMISTRY.;FINDINGS;__CAT;;;;;;;;;;;
;ZL;LBSCAT;Subcategory for Lab Test;170;C;60;;text;;;Perm;Assigned;Assigned;Sponsor;Grouping Qualifier;*;;UPPERCASE;;;A further categorization of a test category such as DIFFERENTIAL, COAGULATON, LIVER FUNCTION, ELECTROLYTES.;FINDINGS;__SCAT;;;;;;;;;;;
;ZL;LBORRES;Result or Finding in Original Units;180;C;200;;text;;;Exp;eDT;Collected;Vendor;Result Qualifier;;;UPPERCASE;;;Result of the measurement or finding as originally received or collected.;FINDINGS;__ORRES;;;;;LBTESTCD LBCAT LBSPEC;LBTEST;;CATGO_CT;;;
;ZL;LBORRESU;Original Units;190;C;40;;text;UNIT;;Exp;eDT;Collected;Vendor;Variable Qualifier;(UNIT);;MIXEDCASE;;;Original units in which the data were collected. The unit for LBORRES. Example: g/L.;FINDINGS;__ORRESU;;;;;LBTESTCD LBCAT LBSPEC;LBTEST;Y;;;;
;ZL;LBORNRLO;Reference Range Lower Limit in Orig Unit;200;C;40;;text;;;Exp;Assigned;Assigned;Sponsor;Variable Qualifier;;;UPPERCASE;;;Lower end of reference range for continuous measurements in original units. Should be populated only for continuous results.;FINDINGS;__ORNRLO;;;;;;;;;;;
;ZL;LBORNRHI;Reference Range Upper Limit in Orig Unit;210;C;40;;text;;;Exp;Assigned;Assigned;Sponsor;Variable Qualifier;;;UPPERCASE;;;Upper end of reference range for continuous measurements in original units. Should be populated only for continuous results.;FINDINGS;__ORNRHI;;;;;;;;;;;
;ZL;LBSTRESC;Character Result/Finding in Std Format;220;C;200;;text;LBSTRESC;;Exp;Derived;Derived;Sponsor;Result Qualifier;(LBSTRESC);LBORRES converted into standard unit;UPPERCASE;;;"Contains the result value for all findings, copied or derived from LBORRES in a standard format or standard units. LBSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in LBSTRESN. For example, if a test has results ""NONE"", ""NEG"", and ""NEGATIVE"" in LBORRES and these results effectively have the same meaning, they could be represented in standard format in LBSTRESC as ""NEGATIVE"". For other examples, see general assumptions.";FINDINGS;__STRESC;;;;;LBTESTCD LBCAT LBSPEC;LBTEST;V;CATGO_CT;;;
;ZL;LBSTRESN;Numeric Result/Finding in Standard Units;230;N;8;8,3;float;;;Exp;Derived;Derived;Sponsor;Result Qualifier;;LBORRES converted into standard unit;;;;"Used for continuous or numeric results or findings in standard format; copied in numeric format from LBSTRESC. LBSTRESN should store all numeric test results or findings.";FINDINGS;__STRESN;;;;;;;;;;;
;ZL;LBSTRESU;Standard Units;240;C;40;;text;UNIT;;Exp;eDT;Collected;Vendor;Variable Qualifier;(UNIT);;MIXEDCASE;;;Standardized unit used for LBSTRESC or LBSTRESN.;FINDINGS;__STRESU;;;;;;;;;;;
;ZL;LBSTNRLO;Reference Range Lower Limit-Std Units;250;N;8;8,1;float;;;Exp;Derived;Derived;Sponsor;Variable Qualifier;;LBORNRLO converted to standard unit (LBSTRESU);;;;Lower end of reference range for continuous measurements for LBSTRESC/LBSTRESN in standardized units. Should be populated only for continuous results.;FINDINGS;__STNRLO;;;;;;;;;;;
;ZL;LBSTNRHI;Reference Range Upper Limit-Std Units;260;N;8;8,1;float;;;Exp;Derived;Derived;Sponsor;Variable Qualifier;;LBORNRHI converted to standard unit (LBSTRESU);;;;Upper end of reference range for continuous measurements in standardized units. Should be populated only for continuous results.;FINDINGS;__STNRHI;;;;;;;;;;;
;ZL;LBSTNRC;Reference Range for Char Rslt-Std Units;270;C;40;;text;;;Perm;eDT;Collected;Vendor;Variable Qualifier;;;UPPERCASE;;;"For normal range values that are character in ordinal scale or if categorical ranges were supplied (e.g., ""-1 to +1"", ""NEGATIVE TO TRACE"").";FINDINGS;__STNRC;;;;;;;;;;;
